id,age,gender,postal_code,traffic_source,avg_sequence_number,order_id,status,num_of_item,month_day
56262,13,M,95209,Search,5.8,70430,Complete,1,08-29
56262,13,M,95209,Search,5.8,70431,Complete,1,08-31
56262,13,M,95209,Search,5.8,70433,Complete,2,06-30
56262,13,M,95209,Search,5.8,70432,Shipped,1,02-05
89021,27,M,95209,Search,5.0,111448,Processing,1,12-18
96782,26,F,95209,Search,5.0,121253,Complete,1,07-06
23518,60,M,95842,Organic,10.0,29417,Shipped,3,12-26
28024,25,M,95842,Search,5.0,34994,Complete,1,04-10
28024,25,M,95842,Search,5.0,34995,Complete,1,12-24
82831,21,F,95842,Search,5.0,103727,Shipped,1,09-10
91419,49,F,95842,Search,5.0,114437,Shipped,1,07-25
96750,41,F,95842,Search,5.0,121221,Processing,1,03-23
9975,25,M,93960,Search,5.0,12414,Returned,1,12-02
14447,29,F,93960,Facebook,5.0,18142,Shipped,1,01-30
33329,61,F,93960,Search,6.333333333333333,41692,Complete,1,05-31
33329,61,F,93960,Search,6.333333333333333,41693,Processing,2,10-24
73808,66,F,93960,Search,5.0,92523,Complete,1,07-20
73808,66,F,93960,Search,5.0,92524,Complete,1,02-24
86694,47,F,93960,Search,7.0,108506,Cancelled,2,01-12
48537,43,F,95843,Search,5.0,60727,Complete,1,10-06
67755,37,M,95843,Search,5.0,84947,Complete,1,10-27
2658,69,F,95747,Search,5.0,3322,Processing,1,08-01
8888,63,F,95747,Search,7.0,11093,Complete,2,12-20
22648,19,F,95747,Search,5.0,28329,Complete,1,04-06
22648,19,F,95747,Search,5.0,28328,Processing,1,07-12
59100,60,M,95747,Email,5.0,74003,Shipped,1,03-20
59100,60,M,95747,Email,5.0,74004,Shipped,1,08-14
82654,20,M,95747,Organic,5.0,103513,Shipped,1,08-14
9338,16,F,95864,Search,13.0,11645,Shipped,4,06-25
23363,52,F,95864,Organic,5.0,29225,Processing,1,05-23
23363,52,F,95864,Organic,5.0,29226,Shipped,1,02-02
38159,67,M,95864,Search,5.0,47702,Complete,1,11-13
82661,31,F,95864,Search,6.333333333333333,103519,Complete,1,07-13
82661,31,F,95864,Search,6.333333333333333,103518,Returned,2,04-02
5513,18,M,95826,Search,5.0,6914,Shipped,1,07-21
21984,50,F,95826,Search,5.0,27495,Complete,1,12-19
21984,50,F,95826,Search,5.0,27494,Shipped,1,01-17
46270,49,F,95826,Search,7.0,57862,Cancelled,2,09-16
82460,62,F,95826,Search,5.0,103257,Returned,1,08-05
86563,17,M,95826,Search,7.0,108347,Shipped,2,12-24
22413,20,F,95660,Organic,5.0,28033,Returned,1,07-07
79543,44,M,95660,Search,5.0,99633,Shipped,1,02-21
48220,69,M,95821,Search,5.0,60314,Complete,1,10-08
50366,66,M,95821,Display,5.0,63009,Cancelled,1,09-10
70346,49,M,95821,Search,5.0,88243,Processing,1,01-28
70346,49,M,95821,Search,5.0,88242,Shipped,1,07-18
77927,53,F,95821,Search,5.0,97644,Cancelled,1,06-13
77927,53,F,95821,Search,5.0,97645,Complete,1,08-31
30731,51,F,95828,Search,7.0,38380,Cancelled,2,09-05
35721,59,M,95828,Email,7.0,44625,Shipped,2,02-18
76281,46,F,95828,Organic,5.0,95595,Complete,1,11-12
93571,20,F,95828,Search,5.0,117129,Returned,1,10-03
10273,15,M,95966,Search,6.333333333333333,12792,Cancelled,1,03-05
10273,15,M,95966,Search,6.333333333333333,12791,Shipped,2,04-16
18711,22,F,95966,Organic,6.333333333333333,23424,Processing,2,01-25
18711,22,F,95966,Organic,6.333333333333333,23423,Shipped,1,12-01
56983,24,F,95966,Search,6.333333333333333,71325,Processing,2,10-12
56983,24,F,95966,Search,6.333333333333333,71326,Processing,1,11-30
80851,12,F,95966,Search,13.0,101294,Complete,4,12-13
10353,33,M,95206,Facebook,5.0,12884,Cancelled,1,07-17
25682,64,F,95206,Search,5.0,32083,Returned,1,07-13
33047,66,M,95206,Search,5.0,41316,Processing,1,12-14
33047,66,M,95206,Search,5.0,41315,Shipped,1,08-20
54588,12,F,95206,Email,6.333333333333333,68316,Cancelled,2,07-16
54588,12,F,95206,Email,6.333333333333333,68317,Complete,1,04-11
55221,12,F,95206,Search,5.0,69093,Cancelled,1,01-07
63429,41,F,95206,Search,5.0,79508,Cancelled,1,11-14
78774,28,F,95206,Organic,11.4,98730,Returned,4,12-11
78774,28,F,95206,Organic,11.4,98729,Shipped,1,05-05
79681,70,M,95206,Search,6.333333333333333,99797,Cancelled,2,06-04
79681,70,M,95206,Search,6.333333333333333,99795,Processing,1,11-23
79681,70,M,95206,Search,6.333333333333333,99796,Shipped,2,11-08
79681,70,M,95206,Search,6.333333333333333,99798,Shipped,1,09-19
79942,56,F,95206,Email,5.0,100125,Processing,1,04-21
81967,39,M,95206,Organic,5.0,102648,Processing,1,02-02
90575,27,F,95206,Search,5.0,113420,Processing,1,07-24
90854,12,M,95206,Search,5.0,113763,Complete,1,10-10
94599,16,F,95206,Search,5.0,118431,Shipped,1,08-01
29719,19,M,95242,Search,5.0,37102,Shipped,1,11-05
59980,41,F,95242,Search,13.0,75165,Cancelled,4,09-11
96434,50,M,95242,Search,5.0,120823,Processing,1,11-28
96434,50,M,95242,Search,5.0,120824,Processing,1,03-24
39389,54,F,95757,Search,6.0,49200,Complete,1,01-02
39389,54,F,95757,Search,6.0,49199,Shipped,1,08-06
39389,54,F,95757,Search,6.0,49201,Shipped,2,02-22
58626,42,M,95757,Organic,5.0,73422,Processing,1,07-01
89675,70,M,95757,Organic,11.0,112270,Complete,4,11-14
89675,70,M,95757,Organic,11.0,112271,Complete,2,01-06
92990,50,F,95757,Facebook,5.0,116416,Shipped,1,12-31
59812,42,F,95824,Search,5.0,74947,Complete,1,09-05
59812,42,F,95824,Search,5.0,74948,Shipped,1,04-04
82982,50,F,95824,Search,5.0,103916,Complete,1,12-20
82982,50,F,95824,Search,5.0,103917,Shipped,1,02-10
93666,39,F,95824,Search,5.0,117236,Processing,1,05-23
37443,27,F,95823,Organic,5.0,46783,Returned,1,10-03
41171,53,F,95823,Search,5.0,51386,Shipped,1,06-26
44782,14,F,95823,Email,5.0,55913,Complete,1,03-12
44782,14,F,95823,Email,5.0,55914,Processing,1,06-11
87414,31,F,95823,Search,5.0,109417,Shipped,1,11-18
89045,53,F,95823,Organic,5.0,111484,Cancelled,1,10-23
7148,24,F,95758,Search,5.0,8943,Complete,1,06-03
22846,38,F,95758,Search,5.0,28578,Returned,1,08-05
29959,44,M,95758,Search,5.0,37405,Shipped,1,12-15
47096,48,F,95758,Search,7.0,58942,Shipped,2,10-07
93552,29,F,95758,Search,5.0,117105,Shipped,1,04-22
11769,59,F,95838,Search,7.0,14698,Complete,2,08-17
40090,20,M,95838,Search,5.0,50050,Cancelled,1,06-30
40090,20,M,95838,Search,5.0,50051,Complete,1,11-12
40090,20,M,95838,Search,5.0,50053,Complete,1,12-23
40090,20,M,95838,Search,5.0,50052,Processing,1,12-11
57844,37,M,95838,Search,6.333333333333333,72450,Processing,2,03-11
57844,37,M,95838,Search,6.333333333333333,72451,Processing,1,10-10
69355,59,M,95838,Organic,5.0,87025,Processing,1,10-14
86326,35,M,95838,Search,7.0,108042,Shipped,2,07-12
88078,50,M,95838,Facebook,5.0,110249,Complete,1,03-15
49793,62,M,95820,Search,5.0,62292,Cancelled,1,05-15
72174,50,M,95820,Search,5.0,90512,Complete,1,06-16
33818,57,M,95815,Search,5.0,42308,Returned,1,12-10
33818,57,M,95815,Search,5.0,42309,Shipped,1,10-24
51882,25,M,95815,Search,5.0,64942,Cancelled,1,10-05
51882,25,M,95815,Search,5.0,64944,Cancelled,1,10-18
51882,25,M,95815,Search,5.0,64941,Returned,1,08-23
51882,25,M,95815,Search,5.0,64943,Shipped,1,08-31
71486,41,F,95815,Search,5.0,89681,Complete,1,10-15
67510,12,F,95377,Search,5.0,84648,Cancelled,1,04-11
93478,68,M,95377,Facebook,10.0,117017,Shipped,3,11-09
26036,14,M,95901,Search,5.0,32518,Cancelled,1,01-03
26036,14,M,95901,Search,5.0,32517,Shipped,1,11-09
49882,59,F,95901,Search,7.0,62399,Processing,2,06-21
49926,55,M,95901,Search,5.0,62449,Cancelled,1,01-01
97342,12,F,95901,Email,5.0,121951,Cancelled,1,01-24
97342,12,F,95901,Email,5.0,121950,Processing,1,03-27
27540,33,M,95822,Organic,5.0,34360,Complete,1,09-14
31993,62,F,95822,Search,6.333333333333333,39942,Complete,2,05-18
31993,62,F,95822,Search,6.333333333333333,39943,Processing,1,12-12
60888,42,M,95822,Search,5.0,76311,Complete,1,08-17
73898,59,F,95822,Search,5.0,92643,Complete,1,01-14
73898,59,F,95822,Search,5.0,92644,Processing,1,11-28
87306,62,F,95822,Organic,5.0,109267,Cancelled,1,06-02
61381,12,F,95219,Search,7.0,76949,Processing,2,11-19
76614,48,F,95219,Search,5.0,95999,Cancelled,1,12-14
76614,48,F,95219,Search,5.0,95998,Shipped,1,09-16
43002,45,M,95833,Search,5.0,53676,Complete,1,10-21
57032,56,F,95833,Email,7.0,71388,Processing,2,07-08
94248,40,M,95833,Search,5.0,117982,Shipped,1,05-27
21213,54,F,95834,Search,5.0,26568,Cancelled,1,01-11
22741,12,F,95834,Search,7.0,28447,Shipped,2,02-27
23215,44,M,95834,Search,6.333333333333333,29059,Cancelled,1,06-30
23215,44,M,95834,Search,6.333333333333333,29060,Shipped,2,08-12
45215,16,F,95834,Facebook,9.571428571428571,56452,Cancelled,4,03-30
45215,16,F,95834,Facebook,9.571428571428571,56453,Complete,1,09-05
45215,16,F,95834,Facebook,9.571428571428571,56454,Complete,1,04-25
45215,16,F,95834,Facebook,9.571428571428571,56451,Processing,1,03-28
46625,51,M,95834,Search,10.142857142857142,58334,Processing,4,12-11
46625,51,M,95834,Search,10.142857142857142,58335,Processing,1,01-08
46625,51,M,95834,Search,10.142857142857142,58333,Returned,2,09-11
83879,35,M,95834,Search,5.0,105026,Shipped,1,01-11
90033,55,M,95834,Display,5.0,112698,Cancelled,1,12-22
1153,69,M,95831,Search,5.0,1442,Processing,1,02-26
1153,69,M,95831,Search,5.0,1443,Shipped,1,11-26
6604,18,F,95831,Search,5.0,8274,Cancelled,1,05-01
6604,18,F,95831,Search,5.0,8275,Complete,1,01-05
6604,18,F,95831,Search,5.0,8276,Shipped,1,10-30
89228,23,M,95831,Search,5.0,111699,Processing,1,12-30
95249,59,M,95831,Search,5.0,119306,Processing,1,04-02
12102,16,F,95835,Organic,5.0,15102,Processing,1,02-21
57807,38,M,95835,Email,7.0,72399,Shipped,2,12-29
88154,14,M,95835,Search,5.0,110343,Complete,1,09-20
88154,14,M,95835,Search,5.0,110344,Complete,1,06-25
88154,14,M,95835,Search,5.0,110345,Complete,1,12-25
97213,31,M,95835,Search,5.0,121781,Cancelled,1,07-30
97213,31,M,95835,Search,5.0,121782,Shipped,1,06-15
13284,55,M,95020,Organic,9.571428571428571,16648,Cancelled,1,03-12
13284,55,M,95020,Organic,9.571428571428571,16651,Cancelled,1,09-06
13284,55,M,95020,Organic,9.571428571428571,16649,Complete,1,11-19
13284,55,M,95020,Organic,9.571428571428571,16650,Processing,4,10-22
26859,36,M,95020,Search,13.0,33517,Processing,4,07-03
33273,60,M,95020,Search,7.875,41617,Cancelled,3,10-31
33273,60,M,95020,Search,7.875,41618,Complete,2,06-08
33273,60,M,95020,Search,7.875,41619,Returned,1,08-07
33273,60,M,95020,Search,7.875,41620,Shipped,2,05-30
41119,30,M,95020,Search,5.0,51330,Complete,1,12-28
47659,42,F,95020,Search,5.0,59677,Returned,1,05-24
77847,42,M,95020,Organic,6.0,97543,Processing,1,08-24
77847,42,M,95020,Organic,6.0,97544,Shipped,1,11-15
77847,42,M,95020,Organic,6.0,97545,Shipped,2,01-05
95333,64,F,95961,Search,7.0,119408,Processing,2,01-25
59368,29,F,95037,Organic,5.0,74348,Complete,1,04-15
38555,70,F,95691,Organic,5.0,48187,Complete,1,06-25
42538,48,F,95691,Search,6.333333333333333,53081,Processing,1,10-03
42538,48,F,95691,Search,6.333333333333333,53082,Returned,2,02-12
48521,23,F,95691,Facebook,5.0,60704,Cancelled,1,08-24
59600,36,F,95691,Facebook,5.0,74660,Complete,1,05-30
7062,55,F,94550,Search,5.0,8841,Shipped,1,08-09
19048,57,F,93905,Search,5.0,23848,Cancelled,1,10-13
51843,48,M,93905,Organic,5.0,64889,Complete,1,09-16
55551,30,M,93905,Search,5.0,69515,Processing,1,06-04
32191,31,F,95991,Search,7.0,40195,Shipped,2,07-21
32551,47,F,95991,Search,5.0,40659,Processing,1,03-05
32551,47,F,95991,Search,5.0,40658,Returned,1,01-05
60376,16,F,95991,Search,7.0,75672,Complete,2,01-18
82830,52,M,95991,Facebook,6.333333333333333,103726,Cancelled,2,01-09
82830,52,M,95991,Facebook,6.333333333333333,103723,Complete,1,09-15
82830,52,M,95991,Facebook,6.333333333333333,103724,Shipped,1,10-12
82830,52,M,95991,Facebook,6.333333333333333,103725,Shipped,2,01-06
16417,57,M,95969,Search,5.0,20580,Returned,1,12-04
27881,62,F,95969,Search,9.571428571428571,34814,Complete,1,12-29
27881,62,F,95969,Search,9.571428571428571,34817,Returned,1,03-25
27881,62,F,95969,Search,9.571428571428571,34815,Shipped,4,02-24
27881,62,F,95969,Search,9.571428571428571,34816,Shipped,1,07-04
31187,54,M,95969,Search,6.0,38937,Cancelled,2,02-19
31187,54,M,95969,Search,6.0,38938,Shipped,1,09-02
31187,54,M,95969,Search,6.0,38939,Shipped,1,01-27
39447,63,M,95969,Search,8.8,49276,Complete,2,10-09
39447,63,M,95969,Search,8.8,49277,Processing,3,08-09
21344,61,M,93906,Organic,5.0,26728,Shipped,1,12-27
21344,61,M,93906,Organic,5.0,26729,Shipped,1,12-04
32536,44,M,93906,Search,7.0,40639,Processing,2,03-18
53284,55,F,93906,Email,5.0,66696,Cancelled,1,12-05
59750,53,M,93906,Organic,5.0,74868,Cancelled,1,06-24
88182,15,F,93906,Search,5.0,110375,Processing,1,01-12
88970,22,F,93906,Search,5.0,111384,Shipped,1,12-30
3788,45,M,93901,Organic,6.0,4785,Complete,2,04-16
3788,45,M,93901,Organic,6.0,4783,Processing,1,05-16
3788,45,M,93901,Organic,6.0,4784,Shipped,1,05-16
74586,51,F,93901,Organic,5.0,93516,Shipped,1,08-12
7048,19,F,95618,Search,5.0,8823,Processing,1,12-22
22195,18,F,95618,Search,5.0,27765,Shipped,1,08-09
64397,60,M,95618,Search,10.333333333333334,80750,Complete,4,10-17
64397,60,M,95618,Search,10.333333333333334,80751,Processing,1,01-06
64397,60,M,95618,Search,10.333333333333334,80752,Shipped,1,11-01
85191,15,F,95618,Search,6.0,106642,Cancelled,2,03-26
85191,15,F,95618,Search,6.0,106640,Shipped,1,10-02
85191,15,F,95618,Search,6.0,106641,Shipped,1,01-02
87957,40,F,93907,Search,5.0,110112,Processing,1,10-30
6779,68,F,94561,Search,5.8,8490,Cancelled,1,12-17
6779,68,F,94561,Search,5.8,8489,Complete,1,07-15
6779,68,F,94561,Search,5.8,8491,Processing,1,07-13
6779,68,F,94561,Search,5.8,8492,Shipped,2,11-07
80060,54,M,94561,Organic,7.0,100286,Shipped,2,05-08
50040,66,F,94513,Organic,7.0,62594,Shipped,2,04-20
57337,15,M,94513,Search,5.0,71780,Processing,1,06-07
85685,70,F,94513,Search,5.0,107248,Complete,1,11-18
61626,48,F,95993,Search,7.0,77215,Complete,2,07-28
87390,18,F,95993,Search,6.0,109383,Cancelled,2,12-08
87390,18,F,95993,Search,6.0,109382,Complete,1,01-26
87390,18,F,95993,Search,6.0,109384,Processing,1,12-03
9024,19,M,95776,Facebook,5.0,11272,Cancelled,1,07-07
31490,14,F,95776,Organic,5.0,39338,Complete,1,03-10
31490,14,F,95776,Organic,5.0,39339,Complete,1,08-14
31490,14,F,95776,Organic,5.0,39340,Processing,1,11-02
31490,14,F,95776,Organic,5.0,39337,Shipped,1,07-24
85347,18,F,95776,Search,7.0,106821,Complete,2,12-12
7218,19,F,95076,Email,5.0,9038,Returned,1,10-31
7218,19,F,95076,Email,5.0,9037,Shipped,1,05-21
34391,26,M,95076,Search,7.0,42995,Shipped,2,01-02
36361,69,M,95076,Search,6.0,45435,Complete,1,12-25
36361,69,M,95076,Search,6.0,45436,Shipped,1,12-28
36361,69,M,95076,Search,6.0,45437,Shipped,2,12-07
45313,16,M,95076,Search,5.0,56579,Shipped,1,04-16
93941,48,F,95076,Organic,5.0,117579,Complete,1,05-17
95141,40,M,95076,Facebook,5.0,119151,Shipped,1,03-15
10372,70,M,95132,Email,6.333333333333333,12912,Cancelled,2,08-09
10372,70,M,95132,Email,6.333333333333333,12911,Shipped,1,01-19
11252,25,F,95132,Search,7.0,14043,Complete,2,07-22
22810,42,F,95132,Search,5.0,28529,Cancelled,1,04-14
22810,42,F,95132,Search,5.0,28530,Cancelled,1,01-26
22810,42,F,95132,Search,5.0,28531,Processing,1,01-01
76902,12,F,95132,Search,7.0,96372,Complete,2,06-28
86301,54,F,95132,Search,5.0,108013,Complete,1,03-13
1790,70,M,94551,Organic,5.0,2211,Cancelled,1,04-09
1790,70,M,94551,Organic,5.0,2210,Shipped,1,01-10
17937,22,F,94551,Search,5.0,22470,Returned,1,09-03
11661,52,M,95127,Organic,5.0,14581,Cancelled,1,10-20
48165,45,F,95127,Search,5.0,60256,Returned,1,05-16
48801,38,M,95127,Search,5.0,61036,Complete,1,04-23
78770,49,M,95127,Organic,7.0,98724,Complete,2,08-13
81357,23,M,95127,Organic,10.0,101921,Shipped,3,03-09
39492,43,F,95148,Organic,5.0,49334,Complete,1,04-20
46652,46,F,95148,Search,5.0,58379,Returned,1,08-29
63026,24,F,95148,Search,5.0,79017,Shipped,1,10-29
68956,60,F,95148,Email,7.0,86490,Processing,2,10-22
77417,55,F,95148,Facebook,5.0,97009,Complete,1,08-27
77417,55,F,95148,Facebook,5.0,97008,Processing,1,05-29
77417,55,F,95148,Facebook,5.0,97007,Returned,1,10-24
77417,55,F,95148,Facebook,5.0,97010,Shipped,1,11-11
81631,39,F,95148,Search,5.0,102231,Complete,1,01-10
87436,41,F,95148,Search,5.0,109443,Complete,1,06-15
91230,34,F,95148,Search,5.0,114218,Returned,1,06-11
99355,27,F,95148,Search,5.0,124403,Processing,1,07-12
6471,27,M,94531,Display,5.0,8126,Shipped,1,09-11
19717,22,F,94531,Display,5.0,24727,Shipped,1,03-20
43384,70,M,94531,Organic,13.0,54153,Shipped,4,01-02
90663,24,M,94531,Email,5.0,113522,Processing,1,08-10
10398,15,M,95616,Email,5.0,12943,Returned,1,08-21
13983,22,M,95616,Search,7.0,17561,Complete,2,02-12
45613,48,F,95616,Search,5.0,56939,Processing,1,04-05
90425,30,F,95616,Display,6.333333333333333,113229,Complete,1,08-18
90425,30,F,95616,Display,6.333333333333333,113228,Shipped,2,10-22
1496,50,M,93955,Search,10.0,1843,Complete,3,09-01
30189,30,M,93955,Search,5.0,37700,Processing,1,11-14
24855,61,F,95121,Search,5.0,31056,Processing,1,06-12
68166,40,F,95121,Search,5.0,85492,Shipped,1,08-19
72055,43,M,95121,Organic,11.4,90385,Complete,1,08-08
72055,43,M,95121,Organic,11.4,90384,Shipped,4,10-03
84563,37,F,95121,Organic,5.8,105894,Cancelled,1,01-02
84563,37,F,95121,Organic,5.8,105895,Processing,1,01-03
84563,37,F,95121,Organic,5.8,105897,Processing,2,12-09
84563,37,F,95121,Organic,5.8,105896,Shipped,1,01-12
2134,43,M,94509,Email,5.0,2660,Complete,1,11-09
51620,44,M,94509,Email,9.285714285714286,64602,Cancelled,3,04-05
51620,44,M,94509,Email,9.285714285714286,64603,Processing,1,09-01
51620,44,M,94509,Email,9.285714285714286,64601,Returned,3,07-19
52058,32,F,94509,Search,5.0,65170,Cancelled,1,12-10
52058,32,F,94509,Search,5.0,65171,Complete,1,12-08
56924,18,M,94509,Search,5.0,71252,Cancelled,1,02-03
59377,23,M,94509,Search,5.0,74360,Cancelled,1,05-31
22550,70,F,95111,Search,5.0,28203,Shipped,1,10-25
32742,54,M,95111,Search,7.0,40901,Complete,2,07-17
46956,32,F,95111,Email,5.0,58763,Cancelled,1,08-28
60365,65,M,95111,Email,5.0,75656,Returned,1,03-07
60365,65,M,95111,Email,5.0,75657,Shipped,1,12-30
78443,28,F,95111,Organic,5.0,98297,Returned,1,03-24
84318,60,F,95111,Search,7.0,105573,Processing,2,10-03
84354,55,F,95111,Search,5.0,105621,Shipped,1,09-05
4158,27,F,95123,Facebook,5.0,5254,Cancelled,1,05-23
4158,27,F,95123,Facebook,5.0,5253,Complete,1,09-19
16692,53,M,95123,Organic,5.0,20951,Returned,1,12-08
84735,47,F,95123,Search,5.0,106101,Shipped,1,04-25
92286,60,M,95123,Facebook,5.0,115533,Complete,1,08-10
99328,52,F,95123,Search,5.0,124363,Processing,1,06-30
99328,52,F,95123,Search,5.0,124364,Processing,1,12-29
99328,52,F,95123,Search,5.0,124365,Returned,1,06-24
2976,39,M,95122,Search,5.0,3744,Returned,1,02-18
4918,22,F,95122,Search,6.333333333333333,6198,Complete,1,03-09
4918,22,F,95122,Search,6.333333333333333,6199,Processing,2,05-12
74100,62,F,95122,Search,5.0,92892,Cancelled,1,10-28
74100,62,F,95122,Search,5.0,92893,Processing,1,02-22
25137,36,M,95928,Search,5.0,31408,Complete,1,06-20
25137,36,M,95928,Search,5.0,31409,Complete,1,03-14
25137,36,M,95928,Search,5.0,31410,Processing,1,07-22
38333,67,F,95928,Search,7.0,47922,Cancelled,2,10-18
47003,21,M,95928,Email,7.0,58821,Complete,2,07-04
65657,34,F,95928,Search,5.0,82299,Shipped,1,07-19
44093,55,M,93940,Search,5.0,55046,Shipped,1,11-03
59179,33,M,93940,Organic,5.0,74109,Cancelled,1,01-05
75013,36,M,93940,Facebook,5.0,94046,Complete,1,05-07
75013,36,M,93940,Facebook,5.0,94045,Processing,1,07-18
80486,35,F,93940,Search,5.0,100810,Shipped,1,04-27
574,38,M,95926,Search,5.0,720,Cancelled,1,11-10
574,38,M,95926,Search,5.0,719,Processing,1,05-28
5617,69,M,95926,Organic,5.0,7036,Cancelled,1,10-22
12105,66,F,95926,Search,8.75,15106,Complete,1,08-21
12105,66,F,95926,Search,8.75,15107,Returned,3,11-13
13017,46,M,95926,Display,7.0,16315,Shipped,2,09-05
12747,60,M,95120,Search,5.0,15945,Complete,1,07-26
32677,42,M,95120,Email,7.0,40817,Shipped,2,09-09
78514,19,F,95120,Organic,7.0,98385,Processing,2,10-02
93558,52,M,95120,Organic,5.0,117111,Shipped,1,01-15
96473,28,M,95120,Email,13.0,120874,Processing,4,01-15
14092,59,M,95136,Facebook,5.0,17698,Returned,1,02-20
69999,66,F,95136,Search,5.0,87807,Cancelled,1,05-14
69999,66,F,95136,Search,5.0,87808,Returned,1,10-30
4246,40,F,95116,Search,7.5,5367,Processing,3,09-02
4246,40,F,95116,Search,7.5,5368,Processing,1,12-06
4246,40,F,95116,Search,7.5,5369,Processing,1,04-24
4246,40,F,95116,Search,7.5,5370,Returned,1,09-04
34660,51,F,95116,Organic,5.0,43322,Shipped,1,12-17
44255,18,F,95116,Organic,7.0,55253,Shipped,2,09-21
55009,49,M,95116,Search,5.0,68835,Shipped,1,10-10
60455,14,F,95116,Search,5.0,75771,Cancelled,1,06-13
60455,14,F,95116,Search,5.0,75772,Processing,1,11-14
15712,30,F,94566,Organic,5.0,19710,Processing,1,11-16
38931,28,F,94566,Search,6.333333333333333,48630,Cancelled,2,06-24
38931,28,F,94566,Search,6.333333333333333,48628,Processing,2,12-01
38931,28,F,94566,Search,6.333333333333333,48631,Processing,1,10-23
38931,28,F,94566,Search,6.333333333333333,48629,Shipped,1,05-18
74732,22,F,94566,Organic,10.0,93696,Shipped,3,01-23
82171,57,F,94566,Facebook,13.0,102915,Shipped,4,06-03
17329,26,M,95973,Search,5.0,21735,Processing,1,12-15
17329,26,M,95973,Search,5.0,21736,Processing,1,12-24
33495,18,M,95973,Search,5.0,41896,Complete,1,10-12
59908,62,M,95973,Search,5.0,75077,Cancelled,1,04-05
68856,20,F,95973,Search,11.0,86356,Cancelled,2,01-02
68856,20,F,95973,Search,11.0,86357,Shipped,4,05-06
65891,46,M,95695,Search,8.166666666666666,82577,Complete,2,03-21
65891,46,M,95695,Search,8.166666666666666,82579,Returned,1,02-26
65891,46,M,95695,Search,8.166666666666666,82578,Shipped,3,06-23
68097,68,M,95695,Display,5.0,85396,Returned,1,07-19
7560,48,F,95035,Search,5.0,9469,Processing,1,10-04
7560,48,F,95035,Search,5.0,9470,Shipped,1,06-02
46816,46,M,95035,Search,5.8,58577,Cancelled,2,12-27
46816,46,M,95035,Search,5.8,58578,Complete,1,10-26
46816,46,M,95035,Search,5.8,58575,Returned,1,11-03
46816,46,M,95035,Search,5.8,58576,Shipped,1,10-10
13809,65,M,95112,Facebook,11.4,17338,Complete,4,07-08
13809,65,M,95112,Facebook,11.4,17339,Shipped,1,11-24
43087,29,M,95112,Email,5.0,53777,Complete,1,04-01
77495,37,F,95112,Search,11.4,97107,Complete,1,06-12
77495,37,F,95112,Search,11.4,97108,Complete,4,10-14
4202,21,M,95118,Organic,5.0,5313,Returned,1,04-03
56468,65,M,95118,Search,7.0,70697,Returned,2,10-13
68670,23,F,95118,Search,11.4,86101,Complete,4,11-28
68670,23,F,95118,Search,11.4,86100,Shipped,1,12-24
29052,26,M,95125,Search,5.0,36245,Shipped,1,10-31
63455,57,M,95125,Facebook,6.6,79546,Complete,2,01-12
63455,57,M,95125,Facebook,6.6,79544,Processing,1,01-03
63455,57,M,95125,Facebook,6.6,79545,Shipped,2,11-19
96384,70,M,95125,Search,5.0,120764,Complete,1,08-06
96384,70,M,95125,Search,5.0,120763,Shipped,1,11-18
98461,34,F,95125,Search,5.0,123318,Shipped,1,11-19
11330,26,M,95131,Search,5.0,14143,Complete,1,10-17
78752,49,F,95131,Search,5.0,98702,Cancelled,1,12-15
78752,49,F,95131,Search,5.0,98703,Shipped,1,09-12
12160,21,M,94539,Search,6.333333333333333,15189,Complete,2,11-29
12160,21,M,94539,Search,6.333333333333333,15190,Shipped,1,02-10
27503,48,F,94539,Search,5.0,34306,Complete,1,07-18
27503,48,F,94539,Search,5.0,34303,Processing,1,08-18
27503,48,F,94539,Search,5.0,34304,Shipped,1,12-21
27503,48,F,94539,Search,5.0,34305,Shipped,1,09-29
59307,44,M,94539,Organic,5.0,74266,Complete,1,10-24
70291,13,M,94539,Search,5.0,88172,Processing,1,05-24
93291,32,F,94539,Search,5.0,116790,Shipped,1,09-29
93291,32,F,94539,Search,5.0,116791,Shipped,1,11-14
15295,34,F,94568,Search,5.0,19210,Processing,1,10-28
28615,52,F,94568,Search,11.4,35721,Complete,1,10-26
28615,52,F,94568,Search,11.4,35722,Complete,4,01-17
45746,19,F,94568,Search,5.0,57116,Returned,1,12-21
46698,19,M,94568,Search,13.0,58438,Returned,4,07-30
51973,58,F,94568,Organic,5.0,65037,Processing,1,01-14
4217,27,M,94582,Search,5.0,5328,Shipped,1,06-27
25784,36,M,94582,Organic,5.0,32206,Complete,1,05-14
37241,68,M,94582,Organic,5.0,46534,Cancelled,1,01-01
37241,68,M,94582,Organic,5.0,46535,Cancelled,1,12-23
44708,38,F,94582,Search,7.0,55803,Cancelled,2,03-13
48972,55,M,94582,Organic,5.0,61251,Complete,1,07-06
48972,55,M,94582,Organic,5.0,61253,Complete,1,01-01
48972,55,M,94582,Organic,5.0,61252,Shipped,1,06-12
78899,25,F,94582,Search,5.0,98891,Shipped,1,01-06
78899,25,F,94582,Search,5.0,98892,Shipped,1,09-26
82328,14,F,94582,Email,5.0,103096,Processing,1,12-07
98799,42,M,94582,Search,5.0,123715,Cancelled,1,11-06
98799,42,M,94582,Search,5.0,123716,Shipped,1,03-31
