age,postal_code,avg_sequence_number,num_of_item,gender_F,gender_M,status_Cancelled,status_Complete,status_Processing,status_Returned,status_Shipped,traffic_source_Display,traffic_source_Email,traffic_source_Facebook,traffic_source_Organic,traffic_source_Search,user_id,product_id
22,91701,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,14586,3020
22,91701,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,14586,6434
22,91701,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,14586,4989
22,91701,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,14586,3020
48,91701,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,55101,24748
48,91701,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,55101,24748
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,25674
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,28104
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,24116
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,25674
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,28104
25,91701,5.8,1,0,1,0,1,0,0,0,0,0,1,0,0,60014,24116
25,91701,5.8,2,0,1,0,1,0,0,0,0,0,1,0,0,60014,25674
25,91701,5.8,2,0,1,0,1,0,0,0,0,0,1,0,0,60014,28104
25,91701,5.8,2,0,1,0,1,0,0,0,0,0,1,0,0,60014,24116
25,91701,5.8,1,0,1,0,0,1,0,0,0,0,1,0,0,60014,25674
25,91701,5.8,1,0,1,0,0,1,0,0,0,0,1,0,0,60014,28104
25,91701,5.8,1,0,1,0,0,1,0,0,0,0,1,0,0,60014,24116
65,92882,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,5864,15635
65,92882,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,5864,15635
70,92882,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,6558,12346
53,92882,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,6882,13629
53,92882,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,6882,1373
53,92882,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,6882,13629
53,92882,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,6882,1373
46,92882,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,21746,17066
36,92882,6.0,2,1,0,0,1,0,0,0,0,0,0,0,1,53269,15807
36,92882,6.0,2,1,0,0,1,0,0,0,0,0,0,0,1,53269,7077
36,92882,6.0,2,1,0,0,1,0,0,0,0,0,0,0,1,53269,10523
36,92882,6.0,2,1,0,0,1,0,0,0,0,0,0,0,1,53269,12200
36,92882,6.0,1,1,0,0,1,0,0,0,0,0,0,0,1,53269,15807
36,92882,6.0,1,1,0,0,1,0,0,0,0,0,0,0,1,53269,7077
36,92882,6.0,1,1,0,0,1,0,0,0,0,0,0,0,1,53269,10523
36,92882,6.0,1,1,0,0,1,0,0,0,0,0,0,0,1,53269,12200
36,92882,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,53269,15807
36,92882,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,53269,7077
36,92882,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,53269,10523
36,92882,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,53269,12200
45,92882,5.8,2,1,0,1,0,0,0,0,0,1,0,0,0,60523,10332
45,92882,5.8,2,1,0,1,0,0,0,0,0,1,0,0,0,60523,11957
45,92882,5.8,2,1,0,1,0,0,0,0,0,1,0,0,0,60523,11502
45,92882,5.8,2,1,0,1,0,0,0,0,0,1,0,0,0,60523,15536
45,92882,5.8,1,1,0,0,1,0,0,0,0,1,0,0,0,60523,10332
45,92882,5.8,1,1,0,0,1,0,0,0,0,1,0,0,0,60523,11957
45,92882,5.8,1,1,0,0,1,0,0,0,0,1,0,0,0,60523,11502
45,92882,5.8,1,1,0,0,1,0,0,0,0,1,0,0,0,60523,15536
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,10332
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,11957
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,11502
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,15536
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,10332
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,11957
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,11502
45,92882,5.8,1,1,0,0,0,0,0,1,0,1,0,0,0,60523,15536
50,92882,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,61732,6658
50,92882,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,61732,6658
50,92882,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,61732,6658
65,92882,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,75051,26254
65,92882,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,75051,27195
65,92882,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,75051,27808
65,92882,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,0,1,75051,26254
65,92882,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,0,1,75051,27195
65,92882,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,0,1,75051,27808
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,3939
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,15736
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,2929
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,7347
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,1886
12,92882,9.285714285714286,1,1,0,1,0,0,0,0,0,0,0,0,1,91992,14519
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,3939
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,15736
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,2929
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,7347
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,1886
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,14519
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,3939
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,15736
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,2929
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,7347
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,1886
12,92882,9.285714285714286,3,1,0,0,1,0,0,0,0,0,0,0,1,91992,14519
31,92688,7.0,2,0,1,0,0,0,0,1,0,1,0,0,0,29234,25943
31,92688,7.0,2,0,1,0,0,0,0,1,0,1,0,0,0,29234,24591
18,92688,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,59655,18095
18,92688,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,59655,23195
18,92688,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,59655,17493
18,92688,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,59655,18095
18,92688,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,59655,23195
18,92688,8.75,1,0,1,0,0,0,0,1,0,0,0,0,1,59655,17493
13,92688,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,67874,18866
13,92688,7.0,2,0,1,0,1,0,0,0,0,0,0,0,1,67874,27881
34,92880,5.0,1,0,1,0,0,0,1,0,0,1,0,0,0,5472,27589
60,92880,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,14885,24776
60,92880,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,14885,16904
60,92880,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,14885,25485
60,92880,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,14885,23318
39,92880,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,21110,297
55,92880,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,48779,18405
39,92880,7.0,2,0,1,0,0,0,0,1,1,0,0,0,0,50927,16116
39,92880,7.0,2,0,1,0,0,0,0,1,1,0,0,0,0,50927,29096
61,92880,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,83679,25118
61,92880,5.0,1,0,1,0,0,0,0,1,0,0,0,1,0,83679,25118
60,92880,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,96199,7466
54,92694,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,31128,14973
30,92694,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,37807,241
30,92694,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,37807,1479
60,92692,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,32428,21092
26,92692,5.0,1,1,0,0,0,0,1,0,0,1,0,0,0,68160,2583
26,92692,5.0,1,1,0,0,0,0,0,1,0,1,0,0,0,68160,2583
22,91762,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,9790,18159
50,91762,7.0,2,0,1,0,0,0,0,1,0,0,0,0,1,39977,25333
50,91762,7.0,2,0,1,0,0,0,0,1,0,0,0,0,1,39977,16055
28,91762,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,58358,2721
67,91762,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,84846,15449
67,91762,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,84846,13442
67,91762,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,84846,15449
67,91762,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,84846,13442
67,91762,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,84846,15449
67,91762,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,84846,13442
39,91784,7.0,2,1,0,0,0,0,1,0,0,0,0,0,1,1217,14423
39,91784,7.0,2,1,0,0,0,0,1,0,0,0,0,0,1,1217,5302
28,91784,8.75,1,0,1,0,0,1,0,0,0,0,0,0,1,27371,28723
28,91784,8.75,1,0,1,0,0,1,0,0,0,0,0,0,1,27371,22140
28,91784,8.75,1,0,1,0,0,1,0,0,0,0,0,0,1,27371,22840
28,91784,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,27371,28723
28,91784,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,27371,22140
28,91784,8.75,3,0,1,0,0,1,0,0,0,0,0,0,1,27371,22840
62,91786,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,5536,5098
19,91786,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,46540,28970
19,91786,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,46540,16074
19,91786,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,46540,18038
19,91786,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,46540,28970
19,91786,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,46540,16074
19,91786,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,46540,18038
19,91786,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,46540,28970
19,91786,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,46540,16074
19,91786,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,46540,18038
51,91786,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,66950,22473
55,92691,10.0,3,1,0,0,0,1,0,0,0,0,0,0,1,26996,14676
55,92691,10.0,3,1,0,0,0,1,0,0,0,0,0,0,1,26996,5416
55,92691,10.0,3,1,0,0,0,1,0,0,0,0,0,0,1,26996,3372
44,92691,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,46557,10451
44,92691,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,46557,10451
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,16010
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,18511
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,16010
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,18511
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,16010
55,92691,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,57148,18511
55,92691,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,57148,16010
55,92691,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,57148,18511
28,91710,10.0,3,1,0,0,0,0,0,1,0,0,0,0,1,104,3202
28,91710,10.0,3,1,0,0,0,0,0,1,0,0,0,0,1,104,8519
28,91710,10.0,3,1,0,0,0,0,0,1,0,0,0,0,1,104,14155
67,91710,7.0,2,0,1,1,0,0,0,0,0,0,0,0,1,49445,21378
58,91710,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,94594,23191
54,92630,7.0,2,1,0,0,0,0,0,1,0,0,0,1,0,4600,14695
39,92630,8.75,1,0,1,0,1,0,0,0,0,0,0,1,0,7678,18260
39,92630,8.75,1,0,1,0,1,0,0,0,0,0,0,1,0,7678,27680
39,92630,8.75,1,0,1,0,1,0,0,0,0,0,0,1,0,7678,24028
39,92630,8.75,3,0,1,0,0,1,0,0,0,0,0,1,0,7678,18260
39,92630,8.75,3,0,1,0,0,1,0,0,0,0,0,1,0,7678,27680
39,92630,8.75,3,0,1,0,0,1,0,0,0,0,0,1,0,7678,24028
37,92630,6.333333333333333,1,1,0,0,0,0,1,0,0,0,0,0,1,20936,14606
37,92630,6.333333333333333,1,1,0,0,0,0,1,0,0,0,0,0,1,20936,13061
37,92630,6.333333333333333,1,1,0,0,0,0,1,0,0,0,0,0,1,20936,13731
37,92630,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,20936,14606
37,92630,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,20936,13061
37,92630,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,20936,13731
25,92630,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,48761,25042
25,92630,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,48761,25381
25,92630,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,48761,17083
25,92630,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,48761,28200
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,25042
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,25381
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,17083
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,28200
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,25042
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,25381
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,17083
25,92630,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,48761,28200
25,92630,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,48761,25042
25,92630,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,48761,25381
25,92630,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,48761,17083
25,92630,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,48761,28200
66,92630,6.0,2,1,0,0,0,0,1,0,0,0,0,1,0,62429,1471
66,92630,6.0,2,1,0,0,0,0,1,0,0,0,0,1,0,62429,14879
66,92630,6.0,2,1,0,0,0,0,1,0,0,0,0,1,0,62429,7404
66,92630,6.0,1,1,0,0,0,0,1,0,0,0,0,1,0,62429,1471
66,92630,6.0,1,1,0,0,0,0,1,0,0,0,0,1,0,62429,14879
66,92630,6.0,1,1,0,0,0,0,1,0,0,0,0,1,0,62429,7404
66,92630,6.0,1,1,0,0,0,0,0,1,0,0,0,1,0,62429,1471
66,92630,6.0,1,1,0,0,0,0,0,1,0,0,0,1,0,62429,14879
66,92630,6.0,1,1,0,0,0,0,0,1,0,0,0,1,0,62429,7404
68,92630,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,87298,9899
31,93555,10.0,3,1,0,0,0,0,1,0,0,0,0,0,1,29325,13101
31,93555,10.0,3,1,0,0,0,0,1,0,0,0,0,0,1,29325,14046
31,93555,10.0,3,1,0,0,0,0,1,0,0,0,0,0,1,29325,13569
34,93555,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,66145,10438
34,93555,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,66145,1809
42,93555,7.0,2,0,1,0,0,1,0,0,0,0,0,0,1,90461,28809
42,93555,7.0,2,0,1,0,0,1,0,0,0,0,0,0,1,90461,23728
49,91763,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,28221,19565
43,92653,6.333333333333333,2,1,0,0,0,1,0,0,0,0,0,0,1,27628,12810
43,92653,6.333333333333333,1,1,0,0,0,0,0,1,0,0,0,0,1,27628,12810
53,92653,6.0,2,0,1,0,0,0,0,1,0,0,0,0,1,39198,16258
53,92653,6.0,2,0,1,0,0,0,0,1,0,0,0,0,1,39198,20525
53,92653,6.0,2,0,1,0,0,0,0,1,0,0,0,0,1,39198,27612
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,16258
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,20525
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,27612
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,16258
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,20525
53,92653,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,39198,27612
31,92653,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,70569,14019
31,92653,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,70569,14019
27,92677,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,38064,17064
12,92677,7.0,2,1,0,0,0,1,0,0,0,0,0,0,1,76590,3320
12,92677,7.0,2,1,0,0,0,1,0,0,0,0,0,0,1,76590,1626
64,91711,11.4,1,0,1,0,1,0,0,0,0,0,0,0,1,23632,25533
64,91711,11.4,1,0,1,0,1,0,0,0,0,0,0,0,1,23632,25502
64,91711,11.4,1,0,1,0,1,0,0,0,0,0,0,0,1,23632,26306
64,91711,11.4,1,0,1,0,1,0,0,0,0,0,0,0,1,23632,27637
64,91711,11.4,1,0,1,0,1,0,0,0,0,0,0,0,1,23632,21356
64,91711,11.4,4,0,1,0,0,0,0,1,0,0,0,0,1,23632,25533
64,91711,11.4,4,0,1,0,0,0,0,1,0,0,0,0,1,23632,25502
64,91711,11.4,4,0,1,0,0,0,0,1,0,0,0,0,1,23632,26306
64,91711,11.4,4,0,1,0,0,0,0,1,0,0,0,0,1,23632,27637
64,91711,11.4,4,0,1,0,0,0,0,1,0,0,0,0,1,23632,21356
25,91711,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,63699,7309
69,92656,10.0,3,1,0,0,0,0,0,1,0,0,0,1,0,2241,10572
69,92656,10.0,3,1,0,0,0,0,0,1,0,0,0,1,0,2241,6330
69,92656,10.0,3,1,0,0,0,0,0,1,0,0,0,1,0,2241,5871
50,92656,7.5,1,1,0,1,0,0,0,0,0,0,0,0,1,13392,12669
50,92656,7.5,1,1,0,1,0,0,0,0,0,0,0,0,1,13392,6689
50,92656,7.5,1,1,0,1,0,0,0,0,0,0,0,0,1,13392,15464
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,12669
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,6689
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,15464
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,12669
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,6689
50,92656,7.5,1,1,0,0,0,1,0,0,0,0,0,0,1,13392,15464
50,92656,7.5,3,1,0,0,0,0,0,1,0,0,0,0,1,13392,12669
50,92656,7.5,3,1,0,0,0,0,0,1,0,0,0,0,1,13392,6689
50,92656,7.5,3,1,0,0,0,0,0,1,0,0,0,0,1,13392,15464
23,92656,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,18186,15824
23,92656,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,18186,1838
23,92656,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,18186,15824
23,92656,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,18186,1838
23,92656,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,18186,15824
23,92656,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,18186,1838
13,92656,5.0,1,0,1,0,0,0,0,1,0,0,1,0,0,49534,26662
49,92656,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,65583,14367
49,92656,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,65583,14367
15,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,208,26525
15,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,208,19778
15,91709,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,208,26525
15,91709,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,208,19778
25,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,6425,24906
25,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,6425,22391
25,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,6425,24906
25,91709,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,6425,22391
25,91709,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,6425,24906
25,91709,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,6425,22391
20,91709,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,34348,16415
20,91709,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,34348,26123
20,91709,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,34348,22307
20,91709,13.0,4,0,1,0,1,0,0,0,0,0,0,0,1,34348,22451
24,91709,5.0,1,0,1,0,0,1,0,0,1,0,0,0,0,76865,16996
32,91709,5.8,1,0,1,1,0,0,0,0,0,0,0,1,0,90821,21824
32,91709,5.8,1,0,1,1,0,0,0,0,0,0,0,1,0,90821,26200
32,91709,5.8,1,0,1,1,0,0,0,0,0,0,0,1,0,90821,20638
32,91709,5.8,1,0,1,1,0,0,0,0,0,0,0,1,0,90821,19935
32,91709,5.8,1,0,1,0,1,0,0,0,0,0,0,1,0,90821,21824
32,91709,5.8,1,0,1,0,1,0,0,0,0,0,0,1,0,90821,26200
32,91709,5.8,1,0,1,0,1,0,0,0,0,0,0,1,0,90821,20638
32,91709,5.8,1,0,1,0,1,0,0,0,0,0,0,1,0,90821,19935
32,91709,5.8,1,0,1,0,0,1,0,0,0,0,0,1,0,90821,21824
32,91709,5.8,1,0,1,0,0,1,0,0,0,0,0,1,0,90821,26200
32,91709,5.8,1,0,1,0,0,1,0,0,0,0,0,1,0,90821,20638
32,91709,5.8,1,0,1,0,0,1,0,0,0,0,0,1,0,90821,19935
32,91709,5.8,2,0,1,0,0,0,0,1,0,0,0,1,0,90821,21824
32,91709,5.8,2,0,1,0,0,0,0,1,0,0,0,1,0,90821,26200
32,91709,5.8,2,0,1,0,0,0,0,1,0,0,0,1,0,90821,20638
32,91709,5.8,2,0,1,0,0,0,0,1,0,0,0,1,0,90821,19935
25,91709,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,97471,16799
14,92602,6.333333333333333,1,1,0,1,0,0,0,0,1,0,0,0,0,3132,7522
14,92602,6.333333333333333,1,1,0,1,0,0,0,0,1,0,0,0,0,3132,2528
14,92602,6.333333333333333,2,1,0,0,0,1,0,0,1,0,0,0,0,3132,7522
14,92602,6.333333333333333,2,1,0,0,0,1,0,0,1,0,0,0,0,3132,2528
24,92602,10.0,3,0,1,0,0,0,0,1,0,0,1,0,0,4536,28730
24,92602,10.0,3,0,1,0,0,0,0,1,0,0,1,0,0,4536,21711
24,92602,10.0,3,0,1,0,0,0,0,1,0,0,1,0,0,4536,23714
44,92602,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,7971,9776
15,92602,7.0,2,1,0,1,0,0,0,0,0,0,0,0,1,64016,2031
15,92602,7.0,2,1,0,1,0,0,0,0,0,0,0,0,1,64016,8775
26,92602,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,66263,23855
26,91767,11.4,4,0,1,1,0,0,0,0,0,0,0,1,0,7504,24920
26,91767,11.4,4,0,1,1,0,0,0,0,0,0,0,1,0,7504,24749
26,91767,11.4,4,0,1,1,0,0,0,0,0,0,0,1,0,7504,26375
26,91767,11.4,4,0,1,1,0,0,0,0,0,0,0,1,0,7504,17432
26,91767,11.4,4,0,1,1,0,0,0,0,0,0,0,1,0,7504,17690
26,91767,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,7504,24920
26,91767,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,7504,24749
26,91767,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,7504,26375
26,91767,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,7504,17432
26,91767,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,7504,17690
51,91767,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,35800,11569
51,91767,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,35800,4952
51,91767,6.333333333333333,2,1,0,0,0,1,0,0,0,0,0,0,1,35800,11569
51,91767,6.333333333333333,2,1,0,0,0,1,0,0,0,0,0,0,1,35800,4952
13,91767,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,63204,2254
62,91767,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,67267,23616
34,91767,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,75424,13006
34,91767,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,75424,13365
34,91767,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,75424,3048
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,9006
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,11537
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,1194
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,12029
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,6881
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,624
14,91767,8.285714285714286,2,1,0,0,1,0,0,0,1,0,0,0,0,95213,8236
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,9006
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,11537
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,1194
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,12029
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,6881
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,624
14,91767,8.285714285714286,2,1,0,0,0,1,0,0,1,0,0,0,0,95213,8236
14,91767,8.285714285714286,3,1,0,0,0,0,0,1,1,0,0,0,0,95213,9006
