id,user_id,sequence_number,created_at,state,postal_code,browser,traffic_source,event_type
657111,50233.0,13,2022-12-25 01:49:49+00:00,Ohio,45342,Firefox,Facebook,purchase
1102198,84320.0,7,2023-11-27 09:22:00+00:00,Ohio,45431,Firefox,YouTube,purchase
352971,27025.0,5,2021-11-12 09:39:17+00:00,Ohio,45662,Firefox,Adwords,purchase
812407,62188.0,5,2023-09-10 06:27:02+00:00,Ohio,45750,IE,Email,purchase
219750,16876.0,5,2023-04-01 11:06:27+00:00,Indiana,46256,Firefox,Email,purchase
776468,59468.0,5,2023-05-05 13:37:53+00:00,Indiana,46260,Chrome,Email,purchase
30713,2387.0,7,2023-11-13 15:14:54+00:00,Indiana,46410,Safari,Organic,purchase
1225099,93761.0,5,2023-09-09 06:11:17+00:00,Indiana,46804,Chrome,Adwords,purchase
954341,72870.0,7,2022-10-12 10:20:29+00:00,Indiana,47150,Chrome,Adwords,purchase
1159717,88764.0,5,2023-07-23 14:46:09+00:00,Indiana,47909,IE,Adwords,purchase
254056,19424.0,5,2021-04-26 10:54:51+00:00,Michigan,48073,Firefox,Adwords,purchase
911503,69612.0,7,2022-12-10 16:13:20+00:00,Michigan,48162,Chrome,Adwords,purchase
772852,59177.0,5,2021-05-24 04:32:24+00:00,Michigan,48186,Chrome,Email,purchase
7772,583.0,13,2024-01-16 23:51:49+00:00,Michigan,48238,Chrome,Facebook,purchase
693013,52945.0,5,2023-12-10 16:16:02+00:00,Michigan,48317,Chrome,Adwords,purchase
25952,2016.0,5,2021-05-15 15:35:55+00:00,Maine,4901,Other,Organic,purchase
441221,33811.0,10,2023-10-08 15:37:06+00:00,Michigan,49341,Other,Adwords,purchase
250642,19163.0,5,2023-07-18 12:28:21+00:00,Iowa,50310,IE,Adwords,purchase
385626,29469.0,5,2019-11-01 12:23:54+00:00,Iowa,50322,Other,YouTube,purchase
1166829,89286.0,5,2022-10-02 00:11:19+00:00,Wisconsin,53206,Firefox,YouTube,purchase
1178526,90192.0,5,2023-11-02 11:58:55+00:00,Wisconsin,54115,Chrome,Facebook,purchase
985389,75296.0,7,2022-12-13 10:26:29+00:00,Wisconsin,54650,Firefox,Email,purchase
945896,72228.0,5,2023-09-20 14:00:57+00:00,Wisconsin,54650,Firefox,Adwords,purchase
801997,61376.0,10,2023-01-08 00:16:06+00:00,Minnesota,55014,Safari,Email,purchase
126774,9830.0,5,2023-05-29 10:28:59+00:00,Minnesota,55025,Chrome,YouTube,purchase
520785,39840.0,5,2023-10-08 16:37:25+00:00,Minnesota,55044,Firefox,Email,purchase
641090,49001.0,5,2023-10-13 04:50:10+00:00,Minnesota,55109,Safari,Email,purchase
775557,59395.0,5,2021-12-31 14:09:43+00:00,Minnesota,55304,Chrome,Email,purchase
52662,4069.0,7,2023-12-20 16:26:13+00:00,Minnesota,55330,Firefox,Email,purchase
244395,18732.0,5,2021-03-14 13:43:41+00:00,Minnesota,55407,Chrome,Adwords,purchase
895741,68427.0,5,2021-12-19 04:55:29+00:00,Minnesota,55408,Chrome,Adwords,purchase
895713,68427.0,13,2021-12-21 03:07:09+00:00,Minnesota,55408,Chrome,Organic,purchase
952268,72673.0,5,2023-08-21 13:57:37+00:00,Minnesota,55419,Chrome,YouTube,purchase
199022,15304.0,13,2023-11-18 00:39:08+00:00,Minnesota,55428,Chrome,Email,purchase
433428,33165.0,5,2024-01-13 14:56:14.090436+00:00,Montana,59901,Firefox,Email,purchase
1104148,84465.0,5,2022-06-10 00:59:07+00:00,Connecticut,6010,Chrome,YouTube,purchase
682773,52110.0,5,2023-03-22 00:19:23+00:00,Illinois,60202,Chrome,Adwords,purchase
1094103,83655.0,5,2021-05-05 10:19:48+00:00,Illinois,60538,Chrome,YouTube,purchase
253290,19377.0,5,2023-07-15 14:12:50+00:00,Illinois,60560,Chrome,Adwords,purchase
855293,65415.0,7,2021-07-19 05:57:05+00:00,Illinois,60625,Chrome,Facebook,purchase
309994,23692.0,5,2023-07-20 10:24:15+00:00,Illinois,60632,Chrome,Adwords,purchase
391338,29938.0,7,2020-10-31 17:51:53+00:00,Illinois,60647,Firefox,Adwords,purchase
391317,29938.0,5,2020-09-26 16:40:35+00:00,Illinois,60647,Chrome,Email,purchase
570856,43743.0,7,2023-01-05 15:23:24+00:00,Illinois,62234,Safari,Adwords,purchase
274655,21017.0,10,2023-12-19 08:13:44+00:00,Illinois,62521,Chrome,Email,purchase
130244,10099.0,7,2022-11-15 11:48:10+00:00,Missouri,63368,Chrome,Email,purchase
820960,62794.0,7,2020-07-19 02:40:27+00:00,Connecticut,6405,Other,Email,purchase
363529,27846.0,7,2023-07-07 14:19:53+00:00,Missouri,64093,Safari,YouTube,purchase
1256685,96053.0,5,2022-09-08 06:17:29+00:00,Missouri,64133,Safari,YouTube,purchase
921806,70414.0,5,2022-07-14 07:15:01+00:00,Missouri,64152,Chrome,Email,purchase
284736,21801.0,5,2022-06-19 22:30:58+00:00,Missouri,65401,IE,Email,purchase
909495,69477.0,5,2023-12-10 03:14:09+00:00,Kansas,66062,Chrome,Organic,purchase
812283,62181.0,5,2021-09-11 01:16:50+00:00,Kansas,66212,Chrome,Email,purchase
287731,22021.0,13,2023-04-13 23:40:54+00:00,Kansas,67217,Safari,Email,purchase
1069067,81764.0,5,2022-09-18 16:56:21+00:00,Connecticut,6790,Safari,Email,purchase
4466,350.0,7,2024-01-21 14:33:49.681535+00:00,Connecticut,6810,Chrome,Organic,purchase
992728,75832.0,7,2023-10-23 00:35:32+00:00,New Jersey,7002,Safari,Email,purchase
932820,71236.0,5,2023-12-25 01:58:33+00:00,New Jersey,7017,Chrome,Email,purchase
674236,51496.0,7,2022-11-02 05:49:43+00:00,New Jersey,7052,Firefox,Email,purchase
60929,4673.0,10,2023-04-13 04:14:15+00:00,Louisiana,70817,Firefox,Adwords,purchase
119380,9254.0,13,2021-04-15 07:42:48+00:00,Arkansas,72023,Safari,Facebook,purchase
414990,31781.0,5,2020-11-05 12:17:38+00:00,Arkansas,72034,Chrome,Email,purchase
1149648,87992.0,7,2022-01-27 14:34:58+00:00,Arkansas,72956,Safari,Organic,purchase
592617,45360.0,5,2020-10-17 23:20:21+00:00,Oklahoma,73099,Chrome,Adwords,purchase
693216,52966.0,5,2023-04-02 10:03:38+00:00,Oklahoma,73401,Other,Email,purchase
811172,62090.0,5,2020-03-04 04:19:23+00:00,Texas,75002,Chrome,Email,purchase
1292953,98947.0,13,2023-05-30 00:17:41+00:00,Texas,75002,Safari,Adwords,purchase
1094742,83703.0,7,2023-12-31 02:21:35+00:00,Texas,75007,Safari,Adwords,purchase
1037593,79335.0,10,2023-03-08 15:15:17+00:00,Texas,75025,Chrome,Email,purchase
197434,15189.0,5,2022-10-08 03:35:36+00:00,Texas,75044,Firefox,Adwords,purchase
491512,37587.0,5,2024-01-03 05:47:17+00:00,Texas,75098,Chrome,YouTube,purchase
817355,62539.0,5,2022-05-09 13:50:33+00:00,Texas,75228,Chrome,Email,purchase
1296563,99250.0,5,2023-03-26 13:24:49+00:00,Texas,75234,Chrome,Email,purchase
906198,69229.0,5,2021-04-03 23:51:15+00:00,Texas,75602,Safari,Adwords,purchase
254205,19438.0,5,2023-09-01 00:21:39+00:00,Texas,76014,Firefox,Email,purchase
354583,27158.0,7,2023-08-01 15:09:31+00:00,Texas,76063,Chrome,Email,purchase
1057254,80846.0,5,2023-08-28 05:38:35+00:00,Texas,76092,Firefox,Adwords,purchase
768849,58863.0,7,2020-07-04 06:58:12+00:00,Texas,76111,Safari,Email,purchase
463194,35484.0,7,2023-01-18 22:02:10+00:00,Texas,76226,Chrome,Adwords,purchase
534065,40906.0,5,2021-03-08 05:16:54+00:00,Texas,76244,Chrome,Email,purchase
462808,35442.0,13,2019-12-06 03:03:18+00:00,New Jersey,7666,Chrome,Facebook,purchase
1270444,97125.0,5,2023-11-05 04:28:34+00:00,Texas,77020,Firefox,Adwords,purchase
609526,46606.0,7,2020-07-12 00:17:13+00:00,Texas,77084,Chrome,Email,purchase
157162,12176.0,5,2021-06-29 09:30:26+00:00,Texas,77086,IE,YouTube,purchase
84576,6507.0,5,2023-04-10 03:24:21+00:00,Texas,77301,Chrome,Facebook,purchase
405143,31037.0,13,2023-02-09 12:54:15+00:00,Texas,77346,Firefox,Email,purchase
1180613,90348.0,13,2023-08-31 05:38:10+00:00,Texas,77388,Chrome,Adwords,purchase
789227,60399.0,7,2023-07-22 03:37:15+00:00,Texas,77429,Chrome,Email,purchase
366617,28063.0,5,2024-01-09 05:15:34+00:00,Texas,77503,Safari,YouTube,purchase
830079,63502.0,5,2020-10-30 14:43:33+00:00,New Jersey,7753,Chrome,Adwords,purchase
415512,31821.0,5,2022-04-12 16:09:54+00:00,Texas,77539,Firefox,Organic,purchase
1058293,80911.0,7,2023-04-23 04:41:30+00:00,Texas,78222,Chrome,Organic,purchase
965647,73722.0,5,2023-04-20 00:23:55+00:00,Texas,78228,Chrome,YouTube,purchase
674503,51505.0,5,2024-01-15 13:02:39.208797+00:00,Texas,78232,IE,YouTube,purchase
935359,71432.0,13,2021-10-27 04:00:09+00:00,Texas,78574,Safari,YouTube,purchase
661485,50575.0,5,2023-10-05 11:49:33+00:00,Texas,78586,Safari,Email,purchase
317680,24281.0,5,2023-09-18 15:21:22+00:00,Texas,78702,Safari,Email,purchase
685779,52360.0,7,2023-10-26 14:22:45+00:00,Texas,78727,Chrome,Adwords,purchase
250632,19162.0,7,2023-10-23 17:12:49+00:00,Texas,78749,Safari,Email,purchase
124714,9680.0,10,2023-07-03 03:35:34+00:00,Texas,79072,Chrome,Email,purchase
136565,10614.0,7,2023-02-21 09:54:37+00:00,Texas,79707,Chrome,Adwords,purchase
239219,18340.0,7,2022-07-06 14:27:46+00:00,Texas,79905,Chrome,YouTube,purchase
239533,18366.0,10,2024-01-04 11:15:14+00:00,Colorado,80031,Chrome,Facebook,purchase
563684,43151.0,7,2021-08-16 23:53:17+00:00,Colorado,80111,Chrome,YouTube,purchase
1165090,89150.0,7,2024-01-05 12:40:07+00:00,Colorado,80134,Chrome,Email,purchase
737524,56408.0,10,2023-02-27 17:02:28+00:00,Colorado,80220,Safari,Email,purchase
13756,1030.0,10,2022-12-11 08:51:28+00:00,Colorado,80304,Safari,Facebook,purchase
898261,68654.0,7,2023-09-25 13:51:49+00:00,Colorado,80501,Safari,Email,purchase
1113615,85202.0,7,2023-11-22 14:35:11+00:00,Colorado,80537,IE,Adwords,purchase
188255,14514.0,5,2023-09-06 13:28:12+00:00,New Jersey,8081,Chrome,Adwords,purchase
1281322,98003.0,7,2023-08-04 10:08:14+00:00,Colorado,80831,Safari,Adwords,purchase
297696,22740.0,10,2023-12-26 14:49:58+00:00,Colorado,80911,Chrome,Organic,purchase
219450,16853.0,7,2024-01-13 01:42:42.676809+00:00,Wyoming,82718,Firefox,Email,purchase
323331,24722.0,7,2023-07-07 20:55:48+00:00,Idaho,83402,Chrome,Email,purchase
1033179,78947.0,5,2023-09-09 05:10:59+00:00,New Jersey,8360,Firefox,Email,purchase
321784,24606.0,5,2022-05-26 03:30:57+00:00,Idaho,83605,Chrome,Adwords,purchase
745089,57018.0,5,2023-11-16 06:38:58+00:00,Idaho,83607,Firefox,YouTube,purchase
172484,13310.0,5,2023-07-23 06:03:59+00:00,Idaho,83713,Chrome,Email,purchase
1666,114.0,5,2021-09-01 03:18:17+00:00,Idaho,83835,Chrome,Email,purchase
1084833,82962.0,5,2023-02-03 06:58:12+00:00,Utah,84078,Firefox,Email,purchase
381459,29162.0,7,2023-07-02 03:57:39+00:00,Utah,84092,IE,Email,purchase
618145,47216.0,7,2022-05-09 08:16:00+00:00,Utah,84118,Firefox,Email,purchase
618138,47216.0,7,2022-05-11 10:06:21+00:00,Utah,84118,Safari,Adwords,purchase
1213505,92893.0,5,2022-08-10 08:53:35+00:00,Utah,84405,Chrome,Adwords,purchase
852517,65172.0,5,2022-10-22 23:49:13+00:00,Utah,84660,Firefox,Organic,purchase
1226894,93882.0,5,2023-11-15 11:13:22+00:00,Arizona,85037,Firefox,Email,purchase
848493,64860.0,5,2023-09-23 10:14:22+00:00,Arizona,85132,Chrome,Email,purchase
748858,57332.0,5,2022-07-18 10:30:38+00:00,Arizona,85143,Chrome,Email,purchase
400929,30672.0,5,2020-05-16 12:03:46+00:00,Arizona,85201,Firefox,Facebook,purchase
141297,11001.0,5,2023-11-12 06:51:16+00:00,Arizona,85202,Chrome,Adwords,purchase
394897,30215.0,5,2023-12-09 08:09:17+00:00,Arizona,85203,Firefox,Facebook,purchase
328664,25164.0,7,2023-05-18 08:23:36+00:00,Arizona,85705,Chrome,Email,purchase
135899,10566.0,5,2023-10-10 11:48:05+00:00,Arizona,85706,Chrome,Organic,purchase
658954,50361.0,10,2023-08-20 05:12:21+00:00,New Mexico,87106,Chrome,Email,purchase
947797,72373.0,5,2023-09-02 02:40:35+00:00,New Jersey,8816,Chrome,Organic,purchase
1155413,88447.0,10,2020-12-20 05:23:15+00:00,New Jersey,8817,Chrome,Adwords,purchase
845880,64639.0,5,2021-11-27 00:25:09+00:00,Nevada,89030,Safari,Email,purchase
177588,13704.0,7,2022-10-31 22:24:41+00:00,Nevada,89030,Safari,Adwords,purchase
1251102,95645.0,5,2023-11-09 11:29:18+00:00,Nevada,89048,Firefox,Email,purchase
1277323,97696.0,5,2023-12-12 23:27:13+00:00,Nevada,89108,Chrome,Email,purchase
952936,72754.0,5,2023-07-28 03:45:36+00:00,Nevada,89408,Safari,Email,purchase
971395,74145.0,5,2022-09-19 12:37:17+00:00,California,90003,Firefox,Email,purchase
778050,59585.0,10,2022-01-30 13:16:43+00:00,California,90005,Safari,Facebook,purchase
719239,55034.0,5,2024-01-10 01:35:56+00:00,California,90016,Chrome,Adwords,purchase
988017,75499.0,5,2022-12-13 06:10:00+00:00,California,90036,Chrome,Adwords,purchase
1233903,94380.0,13,2023-10-15 15:27:44+00:00,California,90044,IE,Email,purchase
254864,19486.0,5,2023-01-22 01:04:00+00:00,California,90049,Safari,Email,purchase
260878,19909.0,5,2021-02-14 03:19:41+00:00,California,90703,Firefox,Email,purchase
1058250,80909.0,13,2024-01-17 06:17:48+00:00,California,90720,Chrome,Email,purchase
157455,12191.0,5,2023-09-06 07:39:15+00:00,California,90808,Other,Adwords,purchase
1171617,89666.0,5,2023-04-07 04:39:09+00:00,California,91001,Chrome,Email,purchase
416242,31879.0,5,2022-01-26 04:06:33+00:00,California,91205,Chrome,YouTube,purchase
1160951,88858.0,7,2022-08-23 05:32:34+00:00,California,91342,Firefox,Organic,purchase
329921,25236.0,7,2021-08-16 14:47:20+00:00,California,91343,Firefox,Organic,purchase
1234723,94438.0,5,2024-01-11 15:38:03+00:00,California,91354,Safari,Organic,purchase
774439,59302.0,13,2023-09-14 06:43:09+00:00,California,91355,IE,Email,purchase
1194219,91421.0,5,2021-11-08 07:11:09+00:00,California,91606,Chrome,Email,purchase
658631,50340.0,5,2021-10-23 08:11:44+00:00,California,91739,IE,Adwords,purchase
297454,22725.0,5,2022-02-04 12:56:13+00:00,California,91741,Chrome,Adwords,purchase
460729,35291.0,13,2022-04-05 11:54:37+00:00,California,91748,Chrome,Organic,purchase
460742,35291.0,13,2022-04-07 12:47:16+00:00,California,91748,Firefox,Facebook,purchase
917783,70115.0,5,2023-01-06 17:49:53+00:00,California,91748,Chrome,Adwords,purchase
1195503,91518.0,7,2021-05-11 05:10:56+00:00,California,91766,IE,Organic,purchase
1245844,95213.0,10,2021-09-24 23:53:05+00:00,California,91767,Chrome,Email,purchase
480666,36779.0,10,2023-11-06 01:42:16+00:00,California,91773,Safari,Email,purchase
535064,40982.0,5,2023-10-04 23:34:23+00:00,California,91780,Safari,Email,purchase
154842,12024.0,5,2024-01-15 04:02:27.943511+00:00,California,92069,Safari,Facebook,purchase
1135572,86880.0,5,2023-01-01 07:41:12+00:00,California,92114,Other,Adwords,purchase
1245093,95173.0,10,2022-12-18 11:04:52+00:00,California,92128,Chrome,Organic,purchase
1302131,99667.0,5,2022-12-05 04:51:18+00:00,California,92236,Safari,Adwords,purchase
906341,69247.0,5,2023-10-28 05:21:24+00:00,California,92251,Firefox,Email,purchase
1127772,86279.0,5,2023-12-26 02:09:30+00:00,California,92251,Chrome,YouTube,purchase
691878,52842.0,7,2022-10-15 03:11:10+00:00,California,92503,Chrome,Adwords,purchase
573261,43921.0,5,2023-09-17 02:45:55+00:00,California,92551,Chrome,Adwords,purchase
957604,73072.0,5,2022-10-21 14:34:05+00:00,California,92571,Chrome,Organic,purchase
682252,52070.0,13,2020-11-06 18:27:50+00:00,California,92583,Safari,YouTube,purchase
200824,15431.0,5,2021-07-08 03:22:41+00:00,California,92804,Chrome,Facebook,purchase
734227,56156.0,7,2022-11-14 02:42:01+00:00,California,92804,Chrome,YouTube,purchase
480768,36787.0,10,2020-06-09 12:57:17+00:00,California,93004,Firefox,Email,purchase
1177218,90099.0,13,2023-07-07 23:22:38+00:00,California,93063,Safari,Email,purchase
324274,24814.0,7,2020-03-18 05:26:57+00:00,California,93117,Chrome,Email,purchase
1226906,93883.0,7,2022-12-09 23:05:15+00:00,California,93311,Firefox,Email,purchase
49083,3764.0,10,2021-05-09 04:49:59+00:00,California,93635,Chrome,Facebook,purchase
736891,56358.0,7,2022-04-22 15:00:10+00:00,California,93702,Chrome,Email,purchase
565057,43272.0,5,2024-01-09 15:43:45+00:00,California,94010,Chrome,Adwords,purchase
20703,1604.0,5,2023-12-02 06:19:06+00:00,California,94109,Chrome,Adwords,purchase
240891,18440.0,7,2023-10-03 01:39:37+00:00,California,94124,Chrome,Adwords,purchase
578273,44286.0,5,2020-10-06 07:25:12+00:00,California,94404,Firefox,Organic,purchase
1074639,82171.0,13,2023-06-03 00:58:47+00:00,California,94566,Chrome,Adwords,purchase
1212588,92814.0,10,2023-10-11 11:09:18+00:00,California,94588,Chrome,Email,purchase
153638,11919.0,5,2024-01-16 05:01:11.559817+00:00,California,94804,Safari,Adwords,purchase
622420,47506.0,5,2019-12-07 12:46:26+00:00,California,95023,Safari,Email,purchase
788470,60342.0,5,2024-01-15 10:13:13.293968+00:00,California,95117,Chrome,YouTube,purchase
898394,68670.0,5,2023-12-24 16:59:05+00:00,California,95118,Chrome,Adwords,purchase
53921,4158.0,5,2019-05-23 11:44:51+00:00,California,95123,Firefox,Email,purchase
1030754,78752.0,5,2023-12-15 13:18:47+00:00,California,95131,Firefox,Email,purchase
94959,7349.0,5,2022-02-09 10:58:05+00:00,California,95240,Firefox,Adwords,purchase
170549,13172.0,5,2023-06-20 06:37:01+00:00,California,95301,Chrome,Adwords,purchase
9313,699.0,13,2022-04-27 03:00:40+00:00,California,95361,Safari,Adwords,purchase
1237720,94656.0,5,2022-06-29 05:13:19+00:00,California,95492,Safari,Organic,purchase
756782,57915.0,13,2023-10-24 15:06:08+00:00,California,95610,Chrome,YouTube,purchase
418666,32093.0,5,2023-09-16 01:22:25+00:00,Hawaii,96707,Other,Facebook,purchase
1071694,81961.0,5,2023-10-01 17:05:07+00:00,Oregon,97229,Chrome,Adwords,purchase
490110,37478.0,5,2022-12-24 03:18:57+00:00,Oregon,97306,Chrome,Email,purchase
1041856,79664.0,5,2024-01-15 06:45:14.950512+00:00,Oregon,97501,Firefox,YouTube,purchase
670430,51248.0,13,2022-02-10 17:38:51+00:00,Washington,98023,Safari,Email,purchase
983936,75175.0,5,2022-03-24 00:37:51+00:00,Washington,98109,Chrome,Email,purchase
876290,66995.0,7,2023-05-28 06:43:50+00:00,Washington,98119,Firefox,Email,purchase
411398,31529.0,5,2024-01-10 10:34:26+00:00,Washington,98223,Chrome,Email,purchase
8751,659.0,5,2022-05-01 04:22:53+00:00,Washington,98272,Firefox,Adwords,purchase
214400,16504.0,13,2021-08-13 10:37:54+00:00,Washington,98284,Firefox,Email,purchase
550548,42185.0,5,2023-12-09 12:41:42+00:00,Washington,98312,Chrome,YouTube,purchase
10084,761.0,5,2021-04-13 08:06:22+00:00,Washington,98382,Chrome,Adwords,purchase
641365,49030.0,5,2023-10-12 12:25:05+00:00,Washington,98382,Chrome,Email,purchase
181868,14028.0,13,2023-06-02 07:32:41+00:00,Washington,98498,Firefox,Email,purchase
482732,36935.0,5,2023-10-10 13:59:43+00:00,Washington,98632,Chrome,Email,purchase
1197000,91620.0,7,2023-01-21 11:23:23+00:00,Washington,98683,Chrome,Facebook,purchase
1080462,82629.0,7,2021-05-14 23:10:05+00:00,Washington,98908,Chrome,Email,purchase
644970,49305.0,5,2023-12-23 05:51:17+00:00,Alaska,99504,Chrome,Adwords,purchase
87604,6789.0,5,2023-12-26 10:11:47+00:00,New York,10010,Chrome,Adwords,purchase
334029,25575.0,5,2020-10-25 03:29:18+00:00,New York,10040,Chrome,Email,purchase
331285,25364.0,5,2021-10-03 09:39:15+00:00,New York,10306,Chrome,Email,purchase
911721,69626.0,5,2019-12-24 05:26:35+00:00,New York,10458,Chrome,Adwords,purchase
1264857,96708.0,5,2023-12-07 06:23:31+00:00,New York,10460,Chrome,Email,purchase
135136,10496.0,13,2021-08-05 02:57:28+00:00,New York,10462,Chrome,Email,purchase
1156653,88535.0,5,2022-12-18 12:17:01+00:00,New York,10462,Firefox,Email,purchase
1158181,88636.0,5,2022-12-20 02:38:43+00:00,New York,10468,Chrome,Email,purchase
5315,406.0,10,2023-02-17 00:21:14+00:00,New York,10474,Chrome,Email,purchase
580690,44487.0,5,2023-12-22 09:22:10+00:00,New York,10704,Chrome,Facebook,purchase
895400,68413.0,5,2023-05-19 06:05:18+00:00,New York,11205,Chrome,Adwords,purchase
265925,20317.0,5,2021-10-14 07:12:46+00:00,New York,11206,Chrome,Adwords,purchase
246104,18852.0,5,2021-12-12 12:29:20+00:00,New York,11354,Firefox,Email,purchase
103197,7973.0,13,2022-10-15 14:17:01+00:00,New York,11373,Safari,Facebook,purchase
1051821,80433.0,10,2023-04-21 06:24:16+00:00,New York,11373,Safari,YouTube,purchase
529046,40501.0,5,2020-10-16 05:20:20+00:00,New York,11373,Firefox,Email,purchase
558344,42745.0,5,2022-06-25 23:54:20+00:00,New York,11566,Safari,Email,purchase
183796,14170.0,5,2023-04-25 21:59:49+00:00,New York,11722,Firefox,Organic,purchase
1077096,82381.0,7,2024-01-17 10:55:38.498863+00:00,New York,11746,Chrome,Adwords,purchase
790320,60469.0,7,2020-10-02 12:42:13+00:00,New York,11793,Chrome,YouTube,purchase
1255858,96003.0,7,2023-10-03 09:19:31+00:00,New York,11803,Chrome,Email,purchase
730687,55913.0,5,2022-08-09 14:00:13+00:00,New York,12550,Chrome,YouTube,purchase
1110837,84952.0,7,2023-11-14 05:41:41+00:00,New York,12590,IE,Email,purchase
317221,24238.0,5,2023-11-25 15:08:04+00:00,New York,13601,IE,Adwords,purchase
560033,42885.0,5,2023-06-23 20:41:04+00:00,New York,14127,Safari,Facebook,purchase
290818,22220.0,5,2022-12-23 07:24:07+00:00,New York,14424,Firefox,Adwords,purchase
514646,39335.0,5,2020-05-02 00:48:47+00:00,New York,14450,Chrome,Email,purchase
384783,29414.0,5,2023-02-15 08:11:40+00:00,Pennsylvania,16066,Firefox,Adwords,purchase
404499,30984.0,7,2021-03-20 09:04:36+00:00,Pennsylvania,16801,Chrome,Email,purchase
510603,39027.0,5,2022-03-30 04:03:18+00:00,Pennsylvania,17601,Chrome,Adwords,purchase
193150,14862.0,5,2023-09-22 02:55:14+00:00,Massachusetts,1821,Chrome,Email,purchase
300576,22979.0,13,2023-03-08 03:17:34+00:00,Massachusetts,1841,Firefox,Email,purchase
1031364,78805.0,7,2022-06-06 13:01:58+00:00,Massachusetts,1880,Chrome,Adwords,purchase
722867,55299.0,10,2022-08-22 08:31:30+00:00,Pennsylvania,18966,Safari,Adwords,purchase
767305,58756.0,7,2023-12-20 02:38:11+00:00,Pennsylvania,19067,Chrome,Email,purchase
142593,11120.0,7,2021-08-01 15:57:31+00:00,Pennsylvania,19083,Chrome,Adwords,purchase
764937,58564.0,5,2023-11-08 11:26:33+00:00,Pennsylvania,19140,Chrome,Adwords,purchase
684418,52244.0,5,2023-08-22 13:40:05+00:00,Pennsylvania,19142,Chrome,Adwords,purchase
1254186,95878.0,5,2022-06-08 22:28:58+00:00,Pennsylvania,19145,Safari,YouTube,purchase
99797,7705.0,5,2021-06-06 23:32:18+00:00,Pennsylvania,19145,IE,Facebook,purchase
745894,57068.0,13,2021-05-06 09:18:16+00:00,Massachusetts,1915,Chrome,Email,purchase
407976,31281.0,5,2022-06-17 02:56:38+00:00,Massachusetts,1915,Firefox,Facebook,purchase
745925,57068.0,5,2021-12-05 09:12:14+00:00,Massachusetts,1915,Firefox,Adwords,purchase
948213,72403.0,7,2023-12-11 07:11:44+00:00,Pennsylvania,19601,Chrome,Adwords,purchase
471747,36083.0,5,2023-08-20 14:20:33+00:00,Delaware,19709,Safari,Email,purchase
351107,26883.0,10,2023-10-12 15:40:08+00:00,Delaware,19808,Chrome,Adwords,purchase
220547,16942.0,7,2019-06-09 00:09:41+00:00,Delaware,19977,Chrome,Email,purchase
224087,17191.0,5,2022-12-17 15:32:11+00:00,Virginia,20165,Firefox,Adwords,purchase
929857,71015.0,5,2022-02-06 02:33:24+00:00,Maryland,20770,Chrome,Adwords,purchase
525021,40185.0,7,2023-09-19 03:18:09+00:00,Maryland,20879,Safari,YouTube,purchase
659749,50432.0,5,2022-03-18 07:27:44+00:00,Maryland,21234,Safari,Email,purchase
1184082,90629.0,7,2020-04-13 15:26:55+00:00,Maryland,21703,Firefox,Email,purchase
509062,38898.0,7,2024-01-03 01:57:54+00:00,Maryland,21921,Chrome,Email,purchase
1202258,92034.0,7,2022-12-08 22:36:43+00:00,Virginia,22193,Chrome,Email,purchase
1276488,97642.0,5,2020-12-12 05:28:07+00:00,Virginia,22980,Firefox,Email,purchase
639350,48873.0,5,2022-09-02 02:54:51+00:00,Virginia,23059,Chrome,Adwords,purchase
17788,1347.0,5,2022-01-11 03:58:20+00:00,Virginia,23112,Safari,Organic,purchase
494599,37786.0,13,2021-11-11 07:23:35+00:00,Virginia,23227,Safari,YouTube,purchase
314034,24003.0,5,2023-11-30 11:48:22+00:00,Virginia,23235,Safari,YouTube,purchase
295638,22604.0,7,2023-10-08 03:09:24+00:00,Virginia,23320,Chrome,Email,purchase
571606,43798.0,7,2023-10-17 08:53:25+00:00,Virginia,23452,Chrome,Adwords,purchase
131426,10195.0,5,2023-12-31 15:49:51+00:00,Virginia,23456,IE,Adwords,purchase
702441,53708.0,13,2023-04-01 09:51:38+00:00,Virginia,23602,Firefox,Adwords,purchase
882954,67468.0,5,2023-09-04 22:37:33+00:00,Virginia,24541,Chrome,Email,purchase
31114,2426.0,7,2023-02-27 10:30:57+00:00,North Carolina,27253,Safari,Email,purchase
427685,32805.0,7,2023-07-25 09:18:32+00:00,North Carolina,27320,Firefox,Email,purchase
782275,59893.0,7,2021-06-26 00:44:01+00:00,North Carolina,27519,Safari,Email,purchase
188866,14560.0,5,2023-08-11 06:32:00+00:00,North Carolina,27701,Firefox,Facebook,purchase
1150461,88062.0,5,2023-04-22 06:55:47+00:00,North Carolina,27707,Chrome,Email,purchase
53393,4114.0,5,2023-11-18 05:43:33+00:00,North Carolina,27909,Other,Adwords,purchase
487815,37302.0,5,2023-12-26 04:30:26+00:00,North Carolina,28117,Chrome,Email,purchase
145951,11352.0,5,2023-04-03 09:44:21+00:00,North Carolina,28146,Chrome,Email,purchase
294191,22483.0,7,2024-01-17 16:11:46+00:00,North Carolina,28205,Firefox,Email,purchase
479965,36727.0,13,2023-10-26 04:12:14+00:00,North Carolina,28270,Chrome,Email,purchase
1062503,81222.0,5,2023-12-09 13:41:17+00:00,South Carolina,29150,IE,Email,purchase
733870,56140.0,5,2023-04-26 15:20:07+00:00,Rhode Island,2920,Chrome,Adwords,purchase
