age,postal_code,avg_sequence_number,num_of_item,gender_F,gender_M,status_Cancelled,status_Complete,status_Processing,status_Returned,status_Shipped,traffic_source_Display,traffic_source_Email,traffic_source_Facebook,traffic_source_Organic,traffic_source_Search,product_id
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,12423
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,12515
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,6010
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,11735
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,13086
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,14991
24,95687,8.777777777777779,2,1,0,0,1,0,0,0,0,0,0,0,1,3422
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,6063
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,7257
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,12423
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,12515
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,6010
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,11735
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,13086
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,14991
24,95687,8.777777777777779,1,1,0,0,0,0,0,1,0,0,0,0,1,3422
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,6063
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,7257
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,12423
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,12515
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,6010
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,11735
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,13086
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,14991
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,3422
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,6063
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,7257
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,12423
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,12515
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,6010
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,11735
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,13086
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,14991
24,95687,8.777777777777779,3,1,0,0,0,0,0,1,0,0,0,0,1,3422
13,95687,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,26244
49,95687,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,28527
23,95687,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,9579
23,95687,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,7890
68,95687,11.4,1,0,1,0,0,1,0,0,0,0,0,0,1,16713
68,95687,11.4,1,0,1,0,0,1,0,0,0,0,0,0,1,16837
68,95687,11.4,1,0,1,0,0,1,0,0,0,0,0,0,1,17813
68,95687,11.4,1,0,1,0,0,1,0,0,0,0,0,0,1,28940
68,95687,11.4,1,0,1,0,0,1,0,0,0,0,0,0,1,20029
68,95687,11.4,4,0,1,0,0,0,1,0,0,0,0,0,1,16713
68,95687,11.4,4,0,1,0,0,0,1,0,0,0,0,0,1,16837
68,95687,11.4,4,0,1,0,0,0,1,0,0,0,0,0,1,17813
68,95687,11.4,4,0,1,0,0,0,1,0,0,0,0,0,1,28940
68,95687,11.4,4,0,1,0,0,0,1,0,0,0,0,0,1,20029
25,95687,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,19806
59,95687,13.0,4,1,0,1,0,0,0,0,0,0,0,0,1,13658
59,95687,13.0,4,1,0,1,0,0,0,0,0,0,0,0,1,15623
59,95687,13.0,4,1,0,1,0,0,0,0,0,0,0,0,1,12962
59,95687,13.0,4,1,0,1,0,0,0,0,0,0,0,0,1,8216
18,95687,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,12661
18,95687,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,7612
18,95687,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,1023
18,95687,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,12661
18,95687,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,7612
18,95687,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,0,1,1023
41,95126,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,2808
26,95126,5.0,1,0,1,0,1,0,0,0,1,0,0,0,0,19117
26,95126,5.0,1,0,1,0,1,0,0,0,1,0,0,0,0,18968
26,95126,5.0,1,0,1,0,0,1,0,0,1,0,0,0,0,19117
26,95126,5.0,1,0,1,0,0,1,0,0,1,0,0,0,0,18968
13,95124,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,22697
62,95124,5.0,1,0,1,0,0,0,0,1,0,0,0,1,0,28962
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,193
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,1983
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,11633
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,5866
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,13189
64,95124,11.0,4,1,0,0,0,0,1,0,0,1,0,0,0,8520
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,193
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,1983
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,11633
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,5866
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,13189
64,95124,11.0,2,1,0,0,0,0,0,1,0,1,0,0,0,8520
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,9878
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,5204
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,961
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,4627
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,12041
35,95124,11.0,4,1,0,0,0,1,0,0,0,0,0,1,0,13079
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,9878
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,5204
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,961
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,4627
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,12041
35,95124,11.0,2,1,0,0,0,0,0,1,0,0,0,1,0,13079
55,95032,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,18141
55,95032,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,18879
55,95032,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,18141
55,95032,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,18879
64,95032,13.0,4,1,0,0,0,1,0,0,0,0,0,0,1,14189
64,95032,13.0,4,1,0,0,0,1,0,0,0,0,0,0,1,9652
64,95032,13.0,4,1,0,0,0,1,0,0,0,0,0,0,1,11663
64,95032,13.0,4,1,0,0,0,1,0,0,0,0,0,0,1,10103
55,95128,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,18233
53,95128,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,15128
37,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,26777
37,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,21239
37,95128,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,26777
37,95128,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,21239
35,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,19657
35,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,23737
35,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,19657
35,95128,5.0,1,0,1,0,1,0,0,0,0,0,0,1,0,23737
15,95128,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,24517
62,95128,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,16172
28,95008,8.75,1,1,0,1,0,0,0,0,0,0,0,0,1,749
28,95008,8.75,1,1,0,1,0,0,0,0,0,0,0,0,1,1281
28,95008,8.75,1,1,0,1,0,0,0,0,0,0,0,0,1,13305
28,95008,8.75,1,1,0,1,0,0,0,0,0,0,0,0,1,14979
28,95008,8.75,3,1,0,0,0,1,0,0,0,0,0,0,1,749
28,95008,8.75,3,1,0,0,0,1,0,0,0,0,0,0,1,1281
28,95008,8.75,3,1,0,0,0,1,0,0,0,0,0,0,1,13305
28,95008,8.75,3,1,0,0,0,1,0,0,0,0,0,0,1,14979
60,95008,7.0,2,1,0,0,1,0,0,0,0,0,1,0,0,8122
60,95008,7.0,2,1,0,0,1,0,0,0,0,0,1,0,0,2128
62,95008,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,25092
62,95008,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,18418
62,95008,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,25092
62,95008,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,18418
25,95008,8.75,1,1,0,0,1,0,0,0,0,0,1,0,0,3592
25,95008,8.75,1,1,0,0,1,0,0,0,0,0,1,0,0,5314
25,95008,8.75,1,1,0,0,1,0,0,0,0,0,1,0,0,1439
25,95008,8.75,1,1,0,0,1,0,0,0,0,0,1,0,0,2581
25,95008,8.75,3,1,0,0,0,0,0,1,0,0,1,0,0,3592
25,95008,8.75,3,1,0,0,0,0,0,1,0,0,1,0,0,5314
25,95008,8.75,3,1,0,0,0,0,0,1,0,0,1,0,0,1439
25,95008,8.75,3,1,0,0,0,0,0,1,0,0,1,0,0,2581
35,94521,5.0,1,1,0,0,1,0,0,0,0,0,1,0,0,12450
26,95117,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,13174
58,95117,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,27850
70,95117,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,9339
70,95117,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1694
70,95117,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,7357
70,95117,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,9339
70,95117,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,1694
70,95117,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,7357
70,95117,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,9339
70,95117,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,1694
70,95117,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,7357
29,94538,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,9774
47,94538,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,13562
47,94538,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,11436
47,94538,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,13562
47,94538,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,11436
17,94538,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,4844
61,94538,7.0,2,1,0,0,1,0,0,0,0,0,0,1,0,13439
61,94538,7.0,2,1,0,0,1,0,0,0,0,0,0,1,0,14536
54,95054,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,2213
65,95054,8.75,1,1,0,0,1,0,0,0,0,0,0,0,1,9908
65,95054,8.75,1,1,0,0,1,0,0,0,0,0,0,0,1,15394
65,95054,8.75,1,1,0,0,1,0,0,0,0,0,0,0,1,154
65,95054,8.75,1,1,0,0,1,0,0,0,0,0,0,0,1,13775
65,95054,8.75,3,1,0,0,0,0,0,1,0,0,0,0,1,9908
65,95054,8.75,3,1,0,0,0,0,0,1,0,0,0,0,1,15394
65,95054,8.75,3,1,0,0,0,0,0,1,0,0,0,0,1,154
65,95054,8.75,3,1,0,0,0,0,0,1,0,0,0,0,1,13775
17,94583,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,3184
38,94583,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,3841
13,94583,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,15455
13,94583,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,6898
13,94583,10.0,3,1,0,0,1,0,0,0,0,0,0,0,1,6373
40,94598,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,17218
65,94598,11.4,1,0,1,1,0,0,0,0,0,0,0,0,1,21702
65,94598,11.4,1,0,1,1,0,0,0,0,0,0,0,0,1,20804
65,94598,11.4,1,0,1,1,0,0,0,0,0,0,0,0,1,17701
65,94598,11.4,1,0,1,1,0,0,0,0,0,0,0,0,1,21946
65,94598,11.4,1,0,1,1,0,0,0,0,0,0,0,0,1,20842
65,94598,11.4,4,0,1,1,0,0,0,0,0,0,0,0,1,21702
65,94598,11.4,4,0,1,1,0,0,0,0,0,0,0,0,1,20804
65,94598,11.4,4,0,1,1,0,0,0,0,0,0,0,0,1,17701
65,94598,11.4,4,0,1,1,0,0,0,0,0,0,0,0,1,21946
65,94598,11.4,4,0,1,1,0,0,0,0,0,0,0,0,1,20842
25,94598,5.0,1,0,1,0,0,0,0,1,1,0,0,0,0,27894
58,95051,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,9168
29,95051,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,8329
43,95051,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,7876
43,95051,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,14432
43,95051,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,2023
43,95051,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,7876
43,95051,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,14432
43,95051,6.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,2023
34,95051,7.0,2,0,1,0,0,1,0,0,0,0,0,1,0,28441
34,95051,7.0,2,0,1,0,0,1,0,0,0,0,0,1,0,19124
45,95051,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,25583
45,95051,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,20378
45,95051,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,20234
45,95051,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,25583
45,95051,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,20378
45,95051,6.333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,20234
58,95051,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,21475
58,95051,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,24442
58,95051,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,21475
58,95051,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,24442
38,95051,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,25023
45,95051,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,22095
50,95051,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,24946
50,95051,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,25924
50,95051,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,18787
50,95051,5.0,1,0,1,0,0,0,1,0,0,0,0,1,0,24946
50,95051,5.0,1,0,1,0,0,0,1,0,0,0,0,1,0,25924
50,95051,5.0,1,0,1,0,0,0,1,0,0,0,0,1,0,18787
50,95051,5.0,1,0,1,0,0,0,0,1,0,0,0,1,0,24946
50,95051,5.0,1,0,1,0,0,0,0,1,0,0,0,1,0,25924
50,95051,5.0,1,0,1,0,0,0,0,1,0,0,0,1,0,18787
24,94536,5.0,1,1,0,0,0,0,1,0,1,0,0,0,0,2089
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,15315
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,1170
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,2446
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,3659
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,3393
52,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,1,7974
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,15315
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,1170
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,2446
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,3659
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,3393
52,94536,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,7974
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,15315
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,1170
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,2446
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,3659
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,3393
52,94536,6.333333333333333,2,1,0,0,1,0,0,0,0,0,0,0,1,7974
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,15315
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,1170
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,2446
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,3659
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,3393
52,94536,6.333333333333333,2,1,0,0,0,0,1,0,0,0,0,0,1,7974
28,94536,13.0,4,1,0,1,0,0,0,0,0,0,1,0,0,6057
28,94536,13.0,4,1,0,1,0,0,0,0,0,0,1,0,0,9067
28,94536,13.0,4,1,0,1,0,0,0,0,0,0,1,0,0,12060
28,94536,13.0,4,1,0,1,0,0,0,0,0,0,1,0,0,4981
66,94536,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,18063
51,94536,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,3199
35,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,1,0,418
35,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,1,0,3750
35,94536,6.333333333333333,1,1,0,1,0,0,0,0,0,0,0,1,0,8145
35,94536,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,1,0,418
35,94536,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,1,0,3750
35,94536,6.333333333333333,2,1,0,0,0,0,0,1,0,0,0,1,0,8145
63,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,9762
53,95062,6.333333333333333,2,1,0,1,0,0,0,0,0,0,0,0,1,15933
53,95062,6.333333333333333,2,1,0,1,0,0,0,0,0,0,0,0,1,3471
53,95062,6.333333333333333,2,1,0,1,0,0,0,0,0,0,0,0,1,3659
53,95062,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,15933
53,95062,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,3471
53,95062,6.333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,1,3659
68,95062,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,6793
58,95062,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,11577
58,95062,7.0,2,1,0,0,0,0,0,1,0,0,0,0,1,15715
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,12396
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,8705
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1613
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,12396
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,8705
42,95062,5.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1613
42,95062,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,12396
42,95062,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,8705
42,95062,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,1613
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,4089
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1179
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,73
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,4089
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1179
70,94526,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,73
70,94526,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,4089
70,94526,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,1179
70,94526,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,73
37,95129,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,26448
32,95129,5.0,1,0,1,1,0,0,0,0,0,0,0,0,1,21784
18,94533,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,1,0,18118
18,94533,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,1,0,23123
18,94533,6.333333333333333,2,0,1,0,0,1,0,0,0,0,0,1,0,27776
18,94533,6.333333333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,18118
18,94533,6.333333333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,23123
18,94533,6.333333333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,27776
14,94533,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,13565
60,94533,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,10449
30,94533,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,26026
30,94533,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,16347
30,94533,6.333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,1,16588
30,94533,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,26026
30,94533,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,16347
30,94533,6.333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,16588
44,95688,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,14746
44,95688,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1529
44,95688,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0,14746
44,95688,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1529
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,29002
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,18114
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,26708
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,26406
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,24216
66,94518,8.166666666666666,3,0,1,1,0,0,0,0,0,0,0,0,1,20157
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,29002
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,18114
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,26708
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,26406
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,24216
66,94518,8.166666666666666,2,0,1,0,0,1,0,0,0,0,0,0,1,20157
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,29002
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,18114
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,26708
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,26406
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,24216
66,94518,8.166666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,20157
17,94518,11.4,4,0,1,0,0,0,0,1,0,0,0,1,0,28903
17,94518,11.4,4,0,1,0,0,0,0,1,0,0,0,1,0,24952
17,94518,11.4,4,0,1,0,0,0,0,1,0,0,0,1,0,25747
17,94518,11.4,4,0,1,0,0,0,0,1,0,0,0,1,0,19891
17,94518,11.4,4,0,1,0,0,0,0,1,0,0,0,1,0,21488
17,94518,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,28903
17,94518,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,24952
17,94518,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,25747
17,94518,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,19891
17,94518,11.4,1,0,1,0,0,0,0,1,0,0,0,1,0,21488
57,94086,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,2481
56,94086,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,8290
56,94086,5.0,1,1,0,0,1,0,0,0,0,0,0,0,1,3165
56,94086,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,8290
56,94086,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,3165
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,9240
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,7259
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,4385
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,9240
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,7259
32,94086,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,4385
32,94086,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,9240
32,94086,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,7259
32,94086,5.0,1,1,0,0,0,1,0,0,1,0,0,0,0,4385
59,94086,8.8,2,0,1,0,1,0,0,0,0,0,0,0,1,26143
59,94086,8.8,2,0,1,0,1,0,0,0,0,0,0,0,1,26902
59,94086,8.8,2,0,1,0,1,0,0,0,0,0,0,0,1,22023
59,94086,8.8,2,0,1,0,1,0,0,0,0,0,0,0,1,16011
59,94086,8.8,2,0,1,0,1,0,0,0,0,0,0,0,1,19417
59,94086,8.8,3,0,1,0,1,0,0,0,0,0,0,0,1,26143
59,94086,8.8,3,0,1,0,1,0,0,0,0,0,0,0,1,26902
59,94086,8.8,3,0,1,0,1,0,0,0,0,0,0,0,1,22023
59,94086,8.8,3,0,1,0,1,0,0,0,0,0,0,0,1,16011
59,94086,8.8,3,0,1,0,1,0,0,0,0,0,0,0,1,19417
25,94086,5.0,1,1,0,0,0,0,0,1,0,0,0,0,1,7857
48,94560,5.0,1,1,0,0,0,1,0,0,0,0,0,0,1,5531
62,94520,7.875,3,0,1,0,1,0,0,0,0,0,1,0,0,26961
62,94520,7.875,3,0,1,0,1,0,0,0,0,0,1,0,0,23043
62,94520,7.875,3,0,1,0,1,0,0,0,0,0,1,0,0,17118
62,94520,7.875,3,0,1,0,1,0,0,0,0,0,1,0,0,23173
62,94520,7.875,3,0,1,0,1,0,0,0,0,0,1,0,0,22091
