order_id,user_id,status,gender,num_of_item,returned
109949,87833,Cancelled,F,1,0
109960,87839,Cancelled,F,1,0
109964,87841,Cancelled,F,2,0
109969,87843,Cancelled,F,1,0
109971,87845,Cancelled,F,2,0
109980,87853,Cancelled,F,1,0
109996,87868,Cancelled,F,2,0
110003,87872,Cancelled,F,2,0
110004,87873,Cancelled,F,1,0
110005,87873,Cancelled,F,1,0
110034,87895,Cancelled,F,1,0
110043,87902,Cancelled,F,1,0
110044,87902,Cancelled,F,1,0
110045,87904,Cancelled,F,1,0
110057,87915,Cancelled,F,2,0
110066,87922,Cancelled,F,1,0
110080,87930,Cancelled,F,2,0
110088,87938,Cancelled,F,2,0
110091,87940,Cancelled,F,1,0
110101,87949,Cancelled,F,4,0
110117,87960,Cancelled,F,1,0
110127,87969,Cancelled,F,1,0
110141,87979,Cancelled,F,1,0
110146,87984,Cancelled,F,1,0
110157,87989,Cancelled,F,1,0
110167,87996,Cancelled,F,1,0
110176,88005,Cancelled,F,1,0
110181,88010,Cancelled,F,1,0
110211,88041,Cancelled,F,1,0
110265,88091,Cancelled,F,3,0
110267,88091,Cancelled,F,2,0
110305,88119,Cancelled,F,1,0
110326,88136,Cancelled,F,1,0
110328,88137,Cancelled,F,1,0
110347,88157,Cancelled,F,1,0
110348,88157,Cancelled,F,1,0
110359,88167,Cancelled,F,1,0
110361,88168,Cancelled,F,2,0
110402,88204,Cancelled,F,1,0
110415,88217,Cancelled,F,1,0
110466,88254,Cancelled,F,1,0
110471,88256,Cancelled,F,1,0
110473,88256,Cancelled,F,1,0
110476,88258,Cancelled,F,1,0
110495,88272,Cancelled,F,1,0
110501,88280,Cancelled,F,1,0
110526,88296,Cancelled,F,3,0
110531,88300,Cancelled,F,1,0
110541,88307,Cancelled,F,1,0
110561,88324,Cancelled,F,2,0
110567,88329,Cancelled,F,2,0
110570,88331,Cancelled,F,4,0
110571,88331,Cancelled,F,2,0
110585,88343,Cancelled,F,1,0
110588,88344,Cancelled,F,1,0
110596,88353,Cancelled,F,2,0
110597,88353,Cancelled,F,2,0
110621,88375,Cancelled,F,1,0
110628,88379,Cancelled,F,1,0
110629,88379,Cancelled,F,1,0
110630,88379,Cancelled,F,1,0
110648,88391,Cancelled,F,1,0
110661,88404,Cancelled,F,1,0
110662,88405,Cancelled,F,3,0
110664,88406,Cancelled,F,1,0
110668,88409,Cancelled,F,1,0
110684,88419,Cancelled,F,1,0
110694,88425,Cancelled,F,1,0
110695,88426,Cancelled,F,1,0
110745,88463,Cancelled,F,3,0
110757,88470,Cancelled,F,1,0
110770,88482,Cancelled,F,1,0
110774,88483,Cancelled,F,4,0
110800,88509,Cancelled,F,4,0
110829,88535,Cancelled,F,1,0
110833,88537,Cancelled,F,2,0
110841,88544,Cancelled,F,1,0
110846,88548,Cancelled,F,1,0
110866,88561,Cancelled,F,1,0
110935,88615,Cancelled,F,4,0
110937,88616,Cancelled,F,2,0
110965,88637,Cancelled,F,2,0
110986,88653,Cancelled,F,1,0
111003,88665,Cancelled,F,1,0
111013,88671,Cancelled,F,1,0
111015,88671,Cancelled,F,2,0
111019,88673,Cancelled,F,2,0
111022,88676,Cancelled,F,2,0
111026,88680,Cancelled,F,2,0
111033,88688,Cancelled,F,2,0
111040,88693,Cancelled,F,2,0
111047,88695,Cancelled,F,1,0
111051,88699,Cancelled,F,1,0
111052,88699,Cancelled,F,2,0
111053,88702,Cancelled,F,2,0
111090,88725,Cancelled,F,4,0
111098,88733,Cancelled,F,1,0
111109,88742,Cancelled,F,1,0
111116,88748,Cancelled,F,1,0
111121,88754,Cancelled,F,2,0
111133,88767,Cancelled,F,1,0
111134,88768,Cancelled,F,4,0
111140,88771,Cancelled,F,1,0
111143,88773,Cancelled,F,1,0
111147,88775,Cancelled,F,1,0
111181,88798,Cancelled,F,1,0
111190,88809,Cancelled,F,1,0
111201,88814,Cancelled,F,1,0
111208,88818,Cancelled,F,1,0
111211,88820,Cancelled,F,1,0
111217,88823,Cancelled,F,1,0
111219,88828,Cancelled,F,2,0
111222,88832,Cancelled,F,1,0
111250,88854,Cancelled,F,3,0
111252,88858,Cancelled,F,1,0
111262,88863,Cancelled,F,1,0
111267,88869,Cancelled,F,1,0
111301,88895,Cancelled,F,4,0
111318,88907,Cancelled,F,3,0
111330,88920,Cancelled,F,1,0
111338,88926,Cancelled,F,1,0
111354,88937,Cancelled,F,1,0
111372,88953,Cancelled,F,1,0
111405,88989,Cancelled,F,2,0
111419,89002,Cancelled,F,1,0
111420,89003,Cancelled,F,2,0
111443,89016,Cancelled,F,1,0
111446,89019,Cancelled,F,1,0
111447,89020,Cancelled,F,1,0
111470,89033,Cancelled,F,1,0
111483,89044,Cancelled,F,1,0
111484,89045,Cancelled,F,1,0
111505,89056,Cancelled,F,2,0
111508,89057,Cancelled,F,1,0
111524,89072,Cancelled,F,1,0
111533,89077,Cancelled,F,1,0
111535,89078,Cancelled,F,1,0
111558,89095,Cancelled,F,1,0
111565,89102,Cancelled,F,1,0
111566,89103,Cancelled,F,1,0
111570,89106,Cancelled,F,1,0
111594,89122,Cancelled,F,4,0
111626,89160,Cancelled,F,1,0
111635,89173,Cancelled,F,1,0
111641,89178,Cancelled,F,1,0
111643,89178,Cancelled,F,1,0
111645,89179,Cancelled,F,1,0
111661,89194,Cancelled,F,2,0
111683,89214,Cancelled,F,1,0
111695,89225,Cancelled,F,1,0
111720,89238,Cancelled,F,1,0
111737,89250,Cancelled,F,1,0
111751,89257,Cancelled,F,1,0
111795,89283,Cancelled,F,2,0
111798,89286,Cancelled,F,1,0
111801,89289,Cancelled,F,1,0
111805,89292,Cancelled,F,2,0
111820,89302,Cancelled,F,1,0
111826,89312,Cancelled,F,1,0
111828,89313,Cancelled,F,1,0
111853,89334,Cancelled,F,1,0
111865,89343,Cancelled,F,1,0
111892,89363,Cancelled,F,1,0
111896,89367,Cancelled,F,1,0
111898,89368,Cancelled,F,3,0
111905,89373,Cancelled,F,1,0
111912,89379,Cancelled,F,2,0
111924,89389,Cancelled,F,1,0
111926,89389,Cancelled,F,1,0
111934,89398,Cancelled,F,4,0
111936,89398,Cancelled,F,1,0
111937,89398,Cancelled,F,1,0
111938,89399,Cancelled,F,3,0
111964,89421,Cancelled,F,1,0
111969,89427,Cancelled,F,4,0
111974,89432,Cancelled,F,2,0
111986,89440,Cancelled,F,1,0
112008,89464,Cancelled,F,1,0
112015,89470,Cancelled,F,1,0
112022,89475,Cancelled,F,1,0
112033,89485,Cancelled,F,1,0
112051,89498,Cancelled,F,2,0
112071,89515,Cancelled,F,1,0
112076,89522,Cancelled,F,1,0
112088,89535,Cancelled,F,3,0
112099,89543,Cancelled,F,1,0
112110,89557,Cancelled,F,2,0
112113,89559,Cancelled,F,1,0
112118,89561,Cancelled,F,1,0
112128,89569,Cancelled,F,1,0
112135,89575,Cancelled,F,2,0
112140,89578,Cancelled,F,1,0
112162,89595,Cancelled,F,1,0
112171,89603,Cancelled,F,1,0
112200,89627,Cancelled,F,1,0
112205,89633,Cancelled,F,1,0
112213,89639,Cancelled,F,1,0
112226,89648,Cancelled,F,4,0
112234,89654,Cancelled,F,1,0
112267,89672,Cancelled,F,1,0
112268,89672,Cancelled,F,1,0
112274,89679,Cancelled,F,1,0
112309,89711,Cancelled,F,1,0
112339,89730,Cancelled,F,1,0
112357,89742,Cancelled,F,2,0
112359,89743,Cancelled,F,1,0
112378,89758,Cancelled,F,1,0
112380,89758,Cancelled,F,1,0
112410,89785,Cancelled,F,4,0
112423,89794,Cancelled,F,2,0
112424,89795,Cancelled,F,1,0
112494,89852,Cancelled,F,2,0
112509,89863,Cancelled,F,1,0
112510,89863,Cancelled,F,2,0
112530,89882,Cancelled,F,1,0
112536,89886,Cancelled,F,1,0
112540,89890,Cancelled,F,2,0
112553,89905,Cancelled,F,1,0
112562,89913,Cancelled,F,3,0
112577,89927,Cancelled,F,1,0
112578,89929,Cancelled,F,1,0
112587,89938,Cancelled,F,2,0
112593,89942,Cancelled,F,2,0
112611,89959,Cancelled,F,2,0
112621,89966,Cancelled,F,1,0
112623,89966,Cancelled,F,2,0
112645,89985,Cancelled,F,1,0
112646,89985,Cancelled,F,2,0
112653,89993,Cancelled,F,2,0
112680,90019,Cancelled,F,1,0
112690,90026,Cancelled,F,2,0
112709,90043,Cancelled,F,1,0
112775,90097,Cancelled,F,3,0
112807,90118,Cancelled,F,1,0
112816,90124,Cancelled,F,1,0
112823,90129,Cancelled,F,1,0
112843,90151,Cancelled,F,1,0
112844,90151,Cancelled,F,1,0
112874,90170,Cancelled,F,1,0
112894,90184,Cancelled,F,2,0
112895,90185,Cancelled,F,1,0
112914,90194,Cancelled,F,1,0
112916,90194,Cancelled,F,1,0
112921,90198,Cancelled,F,4,0
112978,90241,Cancelled,F,1,0
112980,90243,Cancelled,F,1,0
112991,90254,Cancelled,F,1,0
112992,90254,Cancelled,F,1,0
112993,90255,Cancelled,F,1,0
113032,90279,Cancelled,F,2,0
113033,90279,Cancelled,F,1,0
113037,90283,Cancelled,F,2,0
113040,90285,Cancelled,F,1,0
113045,90289,Cancelled,F,1,0
113048,90293,Cancelled,F,1,0
113065,90307,Cancelled,F,1,0
113080,90318,Cancelled,F,1,0
113102,90336,Cancelled,F,2,0
113119,90345,Cancelled,F,1,0
113133,90355,Cancelled,F,1,0
113173,90382,Cancelled,F,1,0
113174,90383,Cancelled,F,1,0
113191,90394,Cancelled,F,1,0
113193,90394,Cancelled,F,3,0
113205,90405,Cancelled,F,3,0
113216,90415,Cancelled,F,1,0
113217,90415,Cancelled,F,2,0
113230,90426,Cancelled,F,2,0
113249,90442,Cancelled,F,1,0
113286,90472,Cancelled,F,1,0
113291,90476,Cancelled,F,1,0
113292,90477,Cancelled,F,1,0
113300,90483,Cancelled,F,4,0
113321,90498,Cancelled,F,1,0
113330,90506,Cancelled,F,2,0
113332,90508,Cancelled,F,1,0
113335,90510,Cancelled,F,1,0
113385,90547,Cancelled,F,1,0
113386,90547,Cancelled,F,2,0
113425,90581,Cancelled,F,1,0
113433,90588,Cancelled,F,1,0
113446,90599,Cancelled,F,2,0
113473,90619,Cancelled,F,4,0
113486,90629,Cancelled,F,2,0
113490,90634,Cancelled,F,1,0
113520,90660,Cancelled,F,2,0
113531,90671,Cancelled,F,4,0
113551,90685,Cancelled,F,1,0
113564,90693,Cancelled,F,1,0
113584,90705,Cancelled,F,1,0
113601,90717,Cancelled,F,1,0
113613,90724,Cancelled,F,2,0
113619,90727,Cancelled,F,1,0
113630,90739,Cancelled,F,1,0
113645,90753,Cancelled,F,2,0
113659,90766,Cancelled,F,1,0
113672,90783,Cancelled,F,1,0
113684,90797,Cancelled,F,1,0
113689,90800,Cancelled,F,1,0
113692,90802,Cancelled,F,1,0
113709,90815,Cancelled,F,3,0
113712,90815,Cancelled,F,2,0
113731,90828,Cancelled,F,4,0
113741,90835,Cancelled,F,2,0
113742,90836,Cancelled,F,1,0
113764,90855,Cancelled,F,1,0
113770,90858,Cancelled,F,3,0
113784,90870,Cancelled,F,4,0
113786,90872,Cancelled,F,2,0
113787,90873,Cancelled,F,1,0
113851,90924,Cancelled,F,1,0
113873,90942,Cancelled,F,1,0
113898,90964,Cancelled,F,1,0
113923,90980,Cancelled,F,1,0
113970,91020,Cancelled,F,2,0
113989,91034,Cancelled,F,1,0
113994,91036,Cancelled,F,2,0
113995,91036,Cancelled,F,1,0
114036,91077,Cancelled,F,1,0
114045,91089,Cancelled,F,1,0
114062,91101,Cancelled,F,1,0
114063,91101,Cancelled,F,1,0
114067,91104,Cancelled,F,4,0
114075,91110,Cancelled,F,1,0
114094,91127,Cancelled,F,1,0
114105,91133,Cancelled,F,1,0
114131,91155,Cancelled,F,1,0
114175,91195,Cancelled,F,1,0
114178,91197,Cancelled,F,1,0
114230,91244,Cancelled,F,1,0
114236,91251,Cancelled,F,1,0
114261,91269,Cancelled,F,1,0
114263,91270,Cancelled,F,2,0
114276,91283,Cancelled,F,2,0
114277,91283,Cancelled,F,1,0
114280,91286,Cancelled,F,1,0
114305,91307,Cancelled,F,2,0
114311,91314,Cancelled,F,1,0
114350,91339,Cancelled,F,1,0
114351,91340,Cancelled,F,1,0
114357,91345,Cancelled,F,1,0
114380,91367,Cancelled,F,1,0
114389,91375,Cancelled,F,1,0
114402,91389,Cancelled,F,1,0
114418,91399,Cancelled,F,4,0
114443,91424,Cancelled,F,1,0
114451,91428,Cancelled,F,1,0
114452,91428,Cancelled,F,1,0
114454,91430,Cancelled,F,1,0
114469,91438,Cancelled,F,1,0
114500,91464,Cancelled,F,1,0
114505,91469,Cancelled,F,1,0
114553,91512,Cancelled,F,2,0
114566,91521,Cancelled,F,1,0
114577,91530,Cancelled,F,1,0
114578,91530,Cancelled,F,1,0
114601,91550,Cancelled,F,3,0
114614,91556,Cancelled,F,1,0
114629,91571,Cancelled,F,1,0
114630,91572,Cancelled,F,1,0
114647,91581,Cancelled,F,1,0
114694,91620,Cancelled,F,2,0
114699,91624,Cancelled,F,1,0
114718,91635,Cancelled,F,2,0
114721,91637,Cancelled,F,1,0
114753,91663,Cancelled,F,4,0
114761,91668,Cancelled,F,1,0
114772,91677,Cancelled,F,1,0
114774,91677,Cancelled,F,2,0
114776,91679,Cancelled,F,1,0
114789,91692,Cancelled,F,1,0
114803,91700,Cancelled,F,1,0
114804,91700,Cancelled,F,1,0
114806,91703,Cancelled,F,1,0
114814,91711,Cancelled,F,1,0
114830,91723,Cancelled,F,2,0
114855,91742,Cancelled,F,2,0
114874,91759,Cancelled,F,4,0
114875,91760,Cancelled,F,1,0
114879,91764,Cancelled,F,4,0
114906,91782,Cancelled,F,1,0
114907,91782,Cancelled,F,1,0
114908,91783,Cancelled,F,1,0
114944,91813,Cancelled,F,1,0
114958,91824,Cancelled,F,1,0
114975,91834,Cancelled,F,1,0
114986,91846,Cancelled,F,2,0
114996,91850,Cancelled,F,1,0
114997,91850,Cancelled,F,1,0
115015,91866,Cancelled,F,1,0
115016,91866,Cancelled,F,1,0
115029,91876,Cancelled,F,4,0
115030,91877,Cancelled,F,2,0
115031,91878,Cancelled,F,3,0
115043,91887,Cancelled,F,1,0
115044,91887,Cancelled,F,1,0
115045,91887,Cancelled,F,1,0
115046,91887,Cancelled,F,1,0
115052,91889,Cancelled,F,1,0
115057,91893,Cancelled,F,2,0
115113,91942,Cancelled,F,1,0
115127,91956,Cancelled,F,1,0
115155,91981,Cancelled,F,3,0
115159,91985,Cancelled,F,1,0
115166,91992,Cancelled,F,1,0
115173,91999,Cancelled,F,4,0
115184,92013,Cancelled,F,1,0
115186,92014,Cancelled,F,1,0
115209,92036,Cancelled,F,1,0
115223,92045,Cancelled,F,1,0
115235,92052,Cancelled,F,1,0
115255,92066,Cancelled,F,1,0
115267,92077,Cancelled,F,2,0
115271,92081,Cancelled,F,4,0
115283,92091,Cancelled,F,1,0
115297,92102,Cancelled,F,1,0
115318,92123,Cancelled,F,1,0
115327,92131,Cancelled,F,1,0
115333,92133,Cancelled,F,1,0
115355,92148,Cancelled,F,1,0
115358,92150,Cancelled,F,1,0
115363,92156,Cancelled,F,1,0
115367,92160,Cancelled,F,1,0
115369,92160,Cancelled,F,1,0
115371,92161,Cancelled,F,2,0
115385,92171,Cancelled,F,1,0
115396,92179,Cancelled,F,1,0
115413,92193,Cancelled,F,1,0
115416,92196,Cancelled,F,1,0
115426,92205,Cancelled,F,1,0
115436,92211,Cancelled,F,1,0
115461,92228,Cancelled,F,1,0
115476,92238,Cancelled,F,3,0
115484,92247,Cancelled,F,2,0
115501,92259,Cancelled,F,1,0
115502,92259,Cancelled,F,1,0
115525,92279,Cancelled,F,3,0
115526,92279,Cancelled,F,1,0
115539,92296,Cancelled,F,1,0
115552,92305,Cancelled,F,1,0
115600,92334,Cancelled,F,1,0
115606,92339,Cancelled,F,2,0
115641,92362,Cancelled,F,1,0
115699,92411,Cancelled,F,1,0
115706,92418,Cancelled,F,1,0
115753,92461,Cancelled,F,3,0
115786,92476,Cancelled,F,4,0
115789,92478,Cancelled,F,2,0
115810,92495,Cancelled,F,1,0
115839,92517,Cancelled,F,1,0
115845,92521,Cancelled,F,1,0
115884,92553,Cancelled,F,2,0
115917,92584,Cancelled,F,1,0
115922,92588,Cancelled,F,1,0
115952,92610,Cancelled,F,1,0
115991,92646,Cancelled,F,2,0
115992,92646,Cancelled,F,1,0
116009,92660,Cancelled,F,1,0
116013,92664,Cancelled,F,1,0
116016,92666,Cancelled,F,1,0
116018,92668,Cancelled,F,2,0
116033,92680,Cancelled,F,2,0
116035,92680,Cancelled,F,2,0
116059,92697,Cancelled,F,1,0
116063,92702,Cancelled,F,2,0
116077,92713,Cancelled,F,1,0
116098,92730,Cancelled,F,1,0
116116,92743,Cancelled,F,1,0
116129,92758,Cancelled,F,1,0
116135,92766,Cancelled,F,1,0
116144,92771,Cancelled,F,1,0
116148,92774,Cancelled,F,2,0
116159,92781,Cancelled,F,1,0
116179,92800,Cancelled,F,1,0
116180,92800,Cancelled,F,1,0
116183,92803,Cancelled,F,1,0
116197,92815,Cancelled,F,1,0
116220,92832,Cancelled,F,1,0
116226,92838,Cancelled,F,1,0
116240,92853,Cancelled,F,1,0
116243,92853,Cancelled,F,2,0
116245,92855,Cancelled,F,2,0
116267,92868,Cancelled,F,1,0
116285,92884,Cancelled,F,1,0
116288,92885,Cancelled,F,1,0
116296,92892,Cancelled,F,1,0
116301,92897,Cancelled,F,2,0
116319,92919,Cancelled,F,2,0
116324,92920,Cancelled,F,2,0
116330,92924,Cancelled,F,1,0
116349,92943,Cancelled,F,2,0
116362,92951,Cancelled,F,4,0
116366,92953,Cancelled,F,1,0
116405,92980,Cancelled,F,2,0
116423,92994,Cancelled,F,1,0
116454,93015,Cancelled,F,3,0
116461,93021,Cancelled,F,2,0
116484,93042,Cancelled,F,1,0
116491,93051,Cancelled,F,1,0
116492,93053,Cancelled,F,2,0
116534,93081,Cancelled,F,1,0
116557,93095,Cancelled,F,1,0
116576,93112,Cancelled,F,1,0
116578,93114,Cancelled,F,1,0
116581,93116,Cancelled,F,3,0
116596,93129,Cancelled,F,1,0
116630,93161,Cancelled,F,1,0
116640,93170,Cancelled,F,2,0
116659,93185,Cancelled,F,2,0
116670,93192,Cancelled,F,1,0
116677,93198,Cancelled,F,1,0
116679,93199,Cancelled,F,1,0
116682,93203,Cancelled,F,1,0
116683,93206,Cancelled,F,1,0
116707,93222,Cancelled,F,1,0
116731,93247,Cancelled,F,1,0
116732,93247,Cancelled,F,2,0
116772,93277,Cancelled,F,4,0
116798,93295,Cancelled,F,1,0
116803,93298,Cancelled,F,2,0
116811,93303,Cancelled,F,1,0
116821,93315,Cancelled,F,2,0
116822,93315,Cancelled,F,1,0
116843,93331,Cancelled,F,2,0
116848,93333,Cancelled,F,2,0
116851,93337,Cancelled,F,1,0
116881,93363,Cancelled,F,1,0
116886,93368,Cancelled,F,1,0
116899,93375,Cancelled,F,2,0
116925,93394,Cancelled,F,2,0
116928,93394,Cancelled,F,1,0
116929,93395,Cancelled,F,4,0
116953,93414,Cancelled,F,1,0
116978,93440,Cancelled,F,1,0
116981,93442,Cancelled,F,4,0
117015,93476,Cancelled,F,4,0
117023,93486,Cancelled,F,4,0
117029,93493,Cancelled,F,1,0
117056,93520,Cancelled,F,1,0
117083,93538,Cancelled,F,1,0
117104,93551,Cancelled,F,1,0
117120,93566,Cancelled,F,1,0
117121,93566,Cancelled,F,1,0
117127,93569,Cancelled,F,1,0
117153,93591,Cancelled,F,1,0
117154,93592,Cancelled,F,4,0
117188,93625,Cancelled,F,1,0
117199,93634,Cancelled,F,4,0
117243,93671,Cancelled,F,1,0
117244,93672,Cancelled,F,1,0
117262,93690,Cancelled,F,1,0
117277,93701,Cancelled,F,1,0
117286,93708,Cancelled,F,2,0
117287,93709,Cancelled,F,1,0
117308,93722,Cancelled,F,1,0
117318,93728,Cancelled,F,1,0
117322,93732,Cancelled,F,2,0
117323,93735,Cancelled,F,1,0
117340,93752,Cancelled,F,1,0
117379,93782,Cancelled,F,2,0
117380,93783,Cancelled,F,1,0
117387,93790,Cancelled,F,1,0
117396,93798,Cancelled,F,1,0
117404,93803,Cancelled,F,3,0
117413,93808,Cancelled,F,2,0
117440,93824,Cancelled,F,1,0
117467,93840,Cancelled,F,1,0
117475,93848,Cancelled,F,1,0
117490,93860,Cancelled,F,1,0
117508,93877,Cancelled,F,1,0
117509,93878,Cancelled,F,4,0
117543,93914,Cancelled,F,1,0
117548,93917,Cancelled,F,2,0
117550,93918,Cancelled,F,1,0
117557,93924,Cancelled,F,4,0
117566,93934,Cancelled,F,1,0
117569,93935,Cancelled,F,1,0
117583,93946,Cancelled,F,4,0
117612,93967,Cancelled,F,1,0
117624,93974,Cancelled,F,1,0
117625,93975,Cancelled,F,2,0
117631,93978,Cancelled,F,2,0
117654,93994,Cancelled,F,3,0
117668,94005,Cancelled,F,1,0
117671,94008,Cancelled,F,2,0
117678,94016,Cancelled,F,3,0
117685,94021,Cancelled,F,1,0
117722,94048,Cancelled,F,2,0
117728,94052,Cancelled,F,1,0
117729,94052,Cancelled,F,1,0
117769,94088,Cancelled,F,1,0
117770,94088,Cancelled,F,2,0
117776,94090,Cancelled,F,3,0
117801,94110,Cancelled,F,1,0
117813,94122,Cancelled,F,1,0
117820,94125,Cancelled,F,2,0
117822,94126,Cancelled,F,2,0
117857,94162,Cancelled,F,1,0
117858,94162,Cancelled,F,1,0
117919,94209,Cancelled,F,2,0
117926,94213,Cancelled,F,1,0
117993,94261,Cancelled,F,1,0
118004,94273,Cancelled,F,1,0
118018,94282,Cancelled,F,1,0
118025,94286,Cancelled,F,2,0
118028,94287,Cancelled,F,1,0
118036,94297,Cancelled,F,1,0
118072,94327,Cancelled,F,2,0
118074,94328,Cancelled,F,1,0
118085,94336,Cancelled,F,1,0
118087,94336,Cancelled,F,1,0
118095,94344,Cancelled,F,1,0
118105,94352,Cancelled,F,1,0
118106,94352,Cancelled,F,2,0
118117,94361,Cancelled,F,1,0
118143,94380,Cancelled,F,1,0
118152,94383,Cancelled,F,1,0
118176,94396,Cancelled,F,1,0
118179,94399,Cancelled,F,1,0
118205,94421,Cancelled,F,1,0
118213,94427,Cancelled,F,1,0
118230,94442,Cancelled,F,1,0
118266,94465,Cancelled,F,1,0
118270,94468,Cancelled,F,1,0
118278,94474,Cancelled,F,1,0
118289,94482,Cancelled,F,1,0
118290,94483,Cancelled,F,3,0
118317,94500,Cancelled,F,1,0
118323,94507,Cancelled,F,1,0
118330,94516,Cancelled,F,1,0
118332,94517,Cancelled,F,2,0
118341,94520,Cancelled,F,1,0
118367,94540,Cancelled,F,1,0
118384,94555,Cancelled,F,1,0
118418,94585,Cancelled,F,1,0
118421,94586,Cancelled,F,1,0
118434,94602,Cancelled,F,1,0
118441,94612,Cancelled,F,1,0
118450,94617,Cancelled,F,2,0
118502,94653,Cancelled,F,1,0
118505,94653,Cancelled,F,1,0
118518,94662,Cancelled,F,1,0
118519,94663,Cancelled,F,4,0
118530,94671,Cancelled,F,1,0
118531,94671,Cancelled,F,1,0
118548,94686,Cancelled,F,1,0
118554,94689,Cancelled,F,2,0
118555,94689,Cancelled,F,2,0
118559,94694,Cancelled,F,2,0
118563,94697,Cancelled,F,1,0
118570,94704,Cancelled,F,1,0
118572,94707,Cancelled,F,1,0
118581,94715,Cancelled,F,1,0
118590,94722,Cancelled,F,2,0
118596,94731,Cancelled,F,1,0
118613,94747,Cancelled,F,1,0
118617,94749,Cancelled,F,1,0
118619,94751,Cancelled,F,1,0
118633,94762,Cancelled,F,1,0
118692,94808,Cancelled,F,2,0
118706,94819,Cancelled,F,1,0
118762,94861,Cancelled,F,1,0
118764,94862,Cancelled,F,1,0
118766,94862,Cancelled,F,2,0
118783,94876,Cancelled,F,1,0
118807,94894,Cancelled,F,2,0
118830,94910,Cancelled,F,4,0
118844,94917,Cancelled,F,1,0
118866,94937,Cancelled,F,1,0
118871,94943,Cancelled,F,1,0
118896,94963,Cancelled,F,2,0
118904,94966,Cancelled,F,1,0
118922,94979,Cancelled,F,1,0
118923,94980,Cancelled,F,1,0
118929,94986,Cancelled,F,1,0
118937,94991,Cancelled,F,1,0
118952,95002,Cancelled,F,4,0
119004,95040,Cancelled,F,1,0
119017,95049,Cancelled,F,4,0
119018,95049,Cancelled,F,1,0
119046,95064,Cancelled,F,4,0
119052,95068,Cancelled,F,1,0
119079,95087,Cancelled,F,1,0
119080,95087,Cancelled,F,2,0
119087,95091,Cancelled,F,2,0
119127,95122,Cancelled,F,3,0
119141,95135,Cancelled,F,1,0
119143,95135,Cancelled,F,2,0
119146,95136,Cancelled,F,2,0
119152,95142,Cancelled,F,1,0
119166,95155,Cancelled,F,1,0
119174,95161,Cancelled,F,1,0
119177,95162,Cancelled,F,1,0
119181,95164,Cancelled,F,1,0
119189,95169,Cancelled,F,2,0
119203,95176,Cancelled,F,1,0
119206,95178,Cancelled,F,4,0
119209,95182,Cancelled,F,1,0
119226,95193,Cancelled,F,2,0
119229,95195,Cancelled,F,2,0
119239,95202,Cancelled,F,1,0
119247,95205,Cancelled,F,1,0
119248,95206,Cancelled,F,1,0
119253,95207,Cancelled,F,1,0
119255,95209,Cancelled,F,1,0
119268,95214,Cancelled,F,2,0
119329,95263,Cancelled,F,1,0
119340,95274,Cancelled,F,1,0
119352,95283,Cancelled,F,1,0
119357,95286,Cancelled,F,1,0
119358,95287,Cancelled,F,1,0
119360,95290,Cancelled,F,1,0
119361,95290,Cancelled,F,2,0
119392,95314,Cancelled,F,1,0
119393,95317,Cancelled,F,1,0
119403,95325,Cancelled,F,1,0
119404,95326,Cancelled,F,1,0
119407,95331,Cancelled,F,1,0
119425,95345,Cancelled,F,1,0
119439,95353,Cancelled,F,1,0
119444,95355,Cancelled,F,1,0
119456,95364,Cancelled,F,1,0
119461,95369,Cancelled,F,2,0
119482,95389,Cancelled,F,1,0
119513,95413,Cancelled,F,1,0
119524,95418,Cancelled,F,1,0
119531,95421,Cancelled,F,1,0
119538,95427,Cancelled,F,1,0
119541,95428,Cancelled,F,1,0
119543,95428,Cancelled,F,1,0
119568,95449,Cancelled,F,1,0
119585,95464,Cancelled,F,1,0
119608,95488,Cancelled,F,1,0
119644,95523,Cancelled,F,1,0
119658,95530,Cancelled,F,1,0
119664,95534,Cancelled,F,2,0
119667,95537,Cancelled,F,1,0
119673,95542,Cancelled,F,1,0
119705,95574,Cancelled,F,1,0
119707,95574,Cancelled,F,1,0
119724,95584,Cancelled,F,1,0
119738,95594,Cancelled,F,4,0
119740,95595,Cancelled,F,1,0
119755,95606,Cancelled,F,1,0
119757,95606,Cancelled,F,1,0
119811,95646,Cancelled,F,1,0
119825,95658,Cancelled,F,2,0
119839,95670,Cancelled,F,1,0
119846,95675,Cancelled,F,1,0
119850,95677,Cancelled,F,3,0
119858,95687,Cancelled,F,1,0
119859,95687,Cancelled,F,1,0
119860,95688,Cancelled,F,1,0
119872,95701,Cancelled,F,2,0
119877,95703,Cancelled,F,1,0
119888,95711,Cancelled,F,2,0
119893,95715,Cancelled,F,2,0
119894,95716,Cancelled,F,1,0
119897,95718,Cancelled,F,1,0
119898,95718,Cancelled,F,4,0
119902,95719,Cancelled,F,4,0
119903,95720,Cancelled,F,1,0
119911,95726,Cancelled,F,2,0
119918,95730,Cancelled,F,1,0
119934,95741,Cancelled,F,1,0
120007,95798,Cancelled,F,1,0
120052,95829,Cancelled,F,1,0
120058,95834,Cancelled,F,2,0
120084,95854,Cancelled,F,1,0
120102,95873,Cancelled,F,2,0
120104,95875,Cancelled,F,1,0
120108,95877,Cancelled,F,1,0
120114,95880,Cancelled,F,1,0
120118,95885,Cancelled,F,1,0
120126,95894,Cancelled,F,2,0
120127,95895,Cancelled,F,1,0
